id,size,weight,departure_time,type
TCKU2775015,20,6.15,2026-03-12 18:00:00,transshipment
TLLU8524663,20,10.76,2026-03-12 20:00:00,export
CMAU1181366,40,18.93,2026-03-15 08:00:00,import
MRKU2819717,20,9.67,2026-03-07 08:00:00,import
TCKU9266687,40,27.83,2026-03-09 16:00:00,import
TLLU6525697,20,23.83,2026-03-21 22:00:00,import
MSCU5018288,20,10.16,2026-03-16 22:00:00,export
CMAU7777653,40,13.52,2026-03-25 10:00:00,import
TLLU0253560,20,12.24,2026-03-20 18:00:00,import
CMAU6403060,20,11.58,2026-03-13 22:00:00,import
MRKU6020042,40,20.32,2026-03-14 20:00:00,import
CMAU9393486,40,17.96,2026-03-24 20:00:00,export
MRKU4577171,20,8.77,2026-03-19 22:00:00,import
TCKU5456768,40,18.76,2026-03-11 06:00:00,export
TLLU3732044,40,9.72,2026-03-15 16:00:00,import
TCKU6056486,40,13.26,2026-03-09 12:00:00,import
MSCU4548656,40,6.42,2026-03-14 18:00:00,export
TLLU4593141,40,8.86,2026-03-14 22:00:00,import
TCKU5938716,40,8.48,2026-03-06 18:00:00,export
CMAU8235677,40,19.48,2026-03-22 12:00:00,import
MRKU2379522,40,16.52,2026-03-16 18:00:00,transshipment
TLLU2665351,40,19.93,2026-03-09 22:00:00,export
MSCU2480363,40,7.72,2026-03-17 14:00:00,export
TCKU8259078,20,22.15,2026-03-16 20:00:00,export
CMAU9420567,20,22.31,2026-03-11 14:00:00,transshipment
MRKU1725625,40,10.6,2026-03-15 16:00:00,transshipment
TCKU0079567,20,20.6,2026-03-21 20:00:00,export
CMAU5505819,20,16.66,2026-03-19 18:00:00,transshipment
MSCU1831231,40,7.09,2026-03-05 08:00:00,export
TCKU9645722,40,16.95,2026-03-18 20:00:00,import
MSCU6215942,40,21.82,2026-03-23 20:00:00,import
TLLU9108457,20,16.32,2026-03-06 10:00:00,transshipment
MRKU6820311,20,16.35,2026-03-25 20:00:00,import
CMAU0138541,20,13.74,2026-03-15 08:00:00,export
TLLU5741865,40,14.49,2026-03-12 10:00:00,transshipment
MRKU7888816,40,28.57,2026-03-07 18:00:00,transshipment
MSCU9725144,40,6.86,2026-03-17 14:00:00,export
MRKU4082223,40,24.56,2026-03-18 18:00:00,export
TLLU5135135,20,7.42,2026-03-09 14:00:00,export
TCKU1103048,40,20.45,2026-03-22 06:00:00,import
TLLU7362395,40,14.35,2026-03-10 22:00:00,export
TLLU1399353,40,15.19,2026-03-08 12:00:00,export
MSCU8673793,40,13.43,2026-03-19 08:00:00,import
MRKU0271756,40,10.29,2026-03-18 06:00:00,import
MSCU2857403,20,21.98,2026-03-19 18:00:00,export
TLLU7283958,40,20.35,2026-03-06 12:00:00,export
MSCU8626089,40,13.72,2026-03-12 14:00:00,transshipment
MRKU9376030,20,21.33,2026-03-24 06:00:00,export
TLLU3944554,40,23.6,2026-03-13 10:00:00,import
CMAU1562128,40,9.34,2026-03-23 12:00:00,import
TLLU8173891,40,13.91,2026-03-11 18:00:00,import
MRKU0214991,20,9.02,2026-03-11 20:00:00,import
TCKU4747725,40,25.42,2026-03-22 08:00:00,import
CMAU2901669,40,23.52,2026-03-20 08:00:00,export
TLLU3280890,40,16.54,2026-03-24 08:00:00,export
TLLU0214377,40,23.67,2026-03-13 18:00:00,export
TCKU9436173,40,18.97,2026-03-10 10:00:00,import
CMAU3141242,40,6.98,2026-03-14 08:00:00,export
TCKU8866734,20,12.71,2026-03-07 22:00:00,export
TCKU6604126,20,7.01,2026-03-17 14:00:00,export
MRKU1978923,40,23.98,2026-03-18 12:00:00,import
MSCU8064959,40,26.91,2026-03-23 12:00:00,import
TCKU2378605,20,11.89,2026-03-06 06:00:00,import
TLLU0635305,40,8.26,2026-03-17 06:00:00,export
MSCU7180544,40,7.21,2026-03-12 06:00:00,export
TLLU2995093,40,20.47,2026-03-23 06:00:00,transshipment
TLLU3953656,40,29.33,2026-03-08 14:00:00,transshipment
CMAU0607786,20,26.55,2026-03-20 22:00:00,transshipment
MSCU5748504,40,12.82,2026-03-24 22:00:00,export
TLLU2606443,40,19.67,2026-03-20 14:00:00,export
MRKU5687936,40,8.73,2026-03-08 16:00:00,transshipment
TCKU1272673,40,8.81,2026-03-19 20:00:00,import
MRKU6158206,40,11.19,2026-03-15 12:00:00,export
TLLU7396045,40,27.15,2026-03-12 12:00:00,import
TCKU7671583,40,12.11,2026-03-14 12:00:00,export
MRKU4759170,20,17.44,2026-03-11 16:00:00,export
MSCU9373450,20,25.83,2026-03-06 16:00:00,import
MRKU3011565,20,15.93,2026-03-17 18:00:00,export
TLLU6123732,20,17.37,2026-03-09 06:00:00,import
MRKU1443123,40,23.92,2026-03-07 22:00:00,import
CMAU1712603,40,20.61,2026-03-21 10:00:00,import
MSCU9255963,40,18.6,2026-03-17 06:00:00,export
MRKU7147476,40,23.41,2026-03-22 10:00:00,import
CMAU3921968,40,14.52,2026-03-18 12:00:00,export
TCKU4428227,20,27.01,2026-03-24 22:00:00,transshipment
MRKU3701981,40,19.05,2026-03-19 12:00:00,export
TLLU7913810,40,11.58,2026-03-24 08:00:00,export
TLLU3821761,40,17.86,2026-03-08 10:00:00,transshipment
MSCU7551376,20,22.87,2026-03-25 08:00:00,import
TLLU9109034,40,23.06,2026-03-14 08:00:00,export
MSCU9078135,40,10.36,2026-03-09 12:00:00,export
TLLU4759855,20,18.92,2026-03-22 08:00:00,export
TCKU2294852,40,21.71,2026-03-18 08:00:00,import
CMAU0572861,40,26.86,2026-03-16 12:00:00,import
MRKU7347764,40,21.29,2026-03-25 14:00:00,transshipment
MRKU6722591,20,15.02,2026-03-15 18:00:00,export
MRKU9668532,40,10.95,2026-03-19 14:00:00,import
TCKU2358196,40,29.53,2026-03-13 14:00:00,transshipment
TLLU1088130,40,9.48,2026-03-06 16:00:00,export
CMAU4221544,40,19.82,2026-03-08 20:00:00,import
MRKU3738672,40,19.1,2026-03-13 08:00:00,import
TLLU7736174,40,25.89,2026-03-15 10:00:00,import
MSCU2744450,40,23.58,2026-03-24 08:00:00,export
MRKU4736150,40,12.19,2026-03-15 12:00:00,export
TCKU2225152,40,8.48,2026-03-15 20:00:00,export
CMAU9769819,20,21.06,2026-03-14 18:00:00,export
TLLU7127096,40,16.84,2026-03-16 10:00:00,import
MRKU6337267,40,21.12,2026-03-15 10:00:00,export
TCKU2429929,20,12.46,2026-03-06 14:00:00,transshipment
MSCU1572419,40,20.85,2026-03-07 12:00:00,export
MSCU8903005,20,18.41,2026-03-21 12:00:00,export
CMAU3335859,20,8.59,2026-03-12 10:00:00,import
MSCU1983975,40,11.39,2026-03-19 22:00:00,export
TLLU4444141,40,24.68,2026-03-25 22:00:00,import
CMAU7408007,20,14.38,2026-03-06 16:00:00,export
MRKU7470015,20,17.74,2026-03-08 16:00:00,import
CMAU2664932,20,13.16,2026-03-20 06:00:00,export
MSCU6473881,20,11.29,2026-03-23 12:00:00,import
TLLU8305415,20,18.8,2026-03-07 08:00:00,import
MRKU8901115,40,25.39,2026-03-16 14:00:00,import
TLLU6552658,20,29.74,2026-03-09 18:00:00,transshipment
MSCU1330280,20,8.08,2026-03-10 20:00:00,export
MRKU4937484,20,20.64,2026-03-13 14:00:00,export
TCKU5297876,20,26.81,2026-03-20 16:00:00,import
TLLU0428460,20,12.6,2026-03-19 08:00:00,export
MSCU6742031,20,24.94,2026-03-20 22:00:00,export
MRKU7112617,20,26.0,2026-03-08 08:00:00,import
MRKU5083645,40,13.29,2026-03-10 18:00:00,import
TCKU7146696,40,8.79,2026-03-11 06:00:00,transshipment
CMAU4538907,40,13.46,2026-03-23 10:00:00,export
CMAU2058338,40,20.14,2026-03-19 16:00:00,export
CMAU5510148,40,24.57,2026-03-23 12:00:00,import
TCKU5480978,40,7.76,2026-03-17 14:00:00,export
MRKU3241396,40,20.01,2026-03-11 18:00:00,export
TCKU8601104,20,11.9,2026-03-13 10:00:00,import
CMAU8000642,40,24.11,2026-03-09 08:00:00,export
MSCU2814872,40,16.36,2026-03-24 14:00:00,import
CMAU1073145,20,9.41,2026-03-11 06:00:00,export
MRKU2663569,20,9.76,2026-03-08 12:00:00,import
CMAU2082724,20,24.5,2026-03-16 14:00:00,export
TCKU6435847,40,13.6,2026-03-10 10:00:00,export
CMAU0103045,40,27.18,2026-03-12 16:00:00,import
TCKU3245236,40,12.59,2026-03-23 18:00:00,import
TCKU2366955,40,18.64,2026-03-07 20:00:00,import
MRKU0812936,40,23.23,2026-03-19 06:00:00,import
MRKU6083330,40,16.8,2026-03-14 22:00:00,export
TLLU4050528,20,18.4,2026-03-15 14:00:00,export
MSCU1393855,20,22.51,2026-03-07 20:00:00,import
CMAU8850859,40,5.87,2026-03-07 08:00:00,export
MSCU3839818,40,11.02,2026-03-17 12:00:00,export
MSCU2872440,20,18.6,2026-03-07 12:00:00,import
MRKU9327417,40,20.29,2026-03-23 14:00:00,import
TCKU0756380,40,10.66,2026-03-15 18:00:00,import
CMAU4664441,20,10.61,2026-03-14 08:00:00,export
MSCU3779647,40,24.83,2026-03-24 14:00:00,import
TCKU4724247,40,25.69,2026-03-19 16:00:00,import
TLLU1007738,40,9.63,2026-03-23 14:00:00,import
MRKU1410948,20,15.26,2026-03-06 10:00:00,export
TCKU4964319,20,29.06,2026-03-17 14:00:00,transshipment
MRKU2989278,40,19.18,2026-03-09 08:00:00,export
TLLU6050826,40,13.76,2026-03-24 08:00:00,export
CMAU0035435,40,16.06,2026-03-18 08:00:00,export
MRKU4390257,20,17.09,2026-03-22 14:00:00,import
CMAU5355895,40,16.4,2026-03-18 10:00:00,transshipment
CMAU0998515,40,12.86,2026-03-06 22:00:00,import
TLLU1023918,40,21.65,2026-03-13 06:00:00,export
MRKU5791379,40,14.62,2026-03-11 22:00:00,export
TCKU8651076,40,7.51,2026-03-23 12:00:00,transshipment
TLLU6790218,40,16.1,2026-03-24 12:00:00,import
MRKU4237373,40,18.7,2026-03-20 18:00:00,import
MSCU1871448,40,9.9,2026-03-17 16:00:00,import
CMAU6012582,20,9.72,2026-03-20 08:00:00,import
MRKU7993521,40,15.83,2026-03-17 22:00:00,export
MSCU3638005,20,6.16,2026-03-22 18:00:00,transshipment
MSCU4873752,20,29.96,2026-03-15 08:00:00,transshipment
MSCU2797078,40,25.34,2026-03-08 12:00:00,import
MRKU7295934,20,11.99,2026-03-17 14:00:00,export
MSCU4518492,20,19.06,2026-03-19 18:00:00,import
CMAU8640847,40,6.53,2026-03-06 10:00:00,export
TCKU9279985,20,28.91,2026-03-22 08:00:00,transshipment
MRKU5338236,20,12.22,2026-03-07 06:00:00,import
MRKU2335435,20,21.5,2026-03-25 10:00:00,export
MSCU2911321,40,9.54,2026-03-23 08:00:00,import
MRKU5408941,40,17.4,2026-03-08 22:00:00,transshipment
CMAU9772191,40,15.01,2026-03-06 06:00:00,export
MSCU9583432,20,22.57,2026-03-07 18:00:00,export
TLLU9797241,20,9.9,2026-03-23 18:00:00,import
TLLU7954737,40,27.68,2026-03-23 08:00:00,import
TLLU9282298,20,23.28,2026-03-09 14:00:00,export
MSCU1895012,40,22.85,2026-03-23 20:00:00,export
MRKU3771496,40,25.02,2026-03-18 12:00:00,transshipment
MRKU5732486,20,18.78,2026-03-20 16:00:00,import
MSCU3150679,20,9.1,2026-03-23 16:00:00,import
MRKU2547988,40,20.26,2026-03-12 18:00:00,import
TLLU7927453,40,25.48,2026-03-19 18:00:00,transshipment
MSCU7634020,40,11.77,2026-03-24 18:00:00,import
CMAU8817755,40,25.24,2026-03-09 10:00:00,import
TLLU9718102,20,12.94,2026-03-21 06:00:00,import
CMAU0801921,40,21.47,2026-03-09 10:00:00,import
TLLU3583352,20,16.24,2026-03-11 22:00:00,transshipment
TLLU8884593,20,15.27,2026-03-22 10:00:00,transshipment
TLLU2202306,40,23.1,2026-03-07 16:00:00,import
MSCU4458510,40,18.26,2026-03-06 20:00:00,import
MSCU0291308,40,16.78,2026-03-22 10:00:00,import
TCKU0965476,20,15.73,2026-03-16 10:00:00,import
TCKU3735427,40,11.93,2026-03-09 22:00:00,export
MSCU0774609,20,22.85,2026-03-16 06:00:00,export
TLLU9267062,40,12.62,2026-03-11 16:00:00,export
TLLU5274971,40,22.15,2026-03-15 06:00:00,export
