id,size,weight,departure_time,type,slot
VALID_4839_F6E4,40,17.9,04/20/2026 19:18,import,C-018-B-03
VALID_3853_86CF,20,9.7,2026-04-14 19:18:40,export,C-009-A-01
VALID_1898_929D,20,44.6,04/19/2026 19:18,import,A-019-B-01
VALID_9144_AD85,40,17.2,04/26/2026 19:18,import,B-016-A-05
VALID_2355_D905,20,3.2,2026-04-24T19:18:40.684365,import,A-011-A-02
VALID_4720_B840,20,12.0,2026-04-17T19:18:40.681193,export,D-003-B-05
HIGH_W_3298_D26C,40,150.0,2026-04-16,export,X-002-X-02
VALID_7597_893D,20,37.2,2026-04-17,export,C-009-A-05
VALID_9813_28FA,40,6.2,2026-04-17T19:18:40.689668,export,E-016-A-04
VALID_1456_8F5B,40,41.9,2026-04-23T19:18:40.684856,import,E-012-B-04
VALID_6585_8D16,20,33.5,2026-04-17 19:18:40,export,D-017-A-01
VALID_9612_D8F5,20,9.9,2026-04-23 19:18:40,import,C-002-B-01
VALID_4329_927C,40,32.9,2026-04-19,export,A-005-C-02
VALID_3149_6430,20,26.9,2026-04-12 19:18:40,transshipment,B-020-B-05
VALID_4256_3662,20,39.0,04/19/2026 19:18,import,A-002-C-02
NULL_7715_3908,,15.0,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_8281_8A84,40,5.9,2026-04-19 19:18:40,import,A-002-B-02
VALID_3773_8A3F,40,20.7,2026-04-15,export,E-007-C-02
VALID_6157_2BA4,20,32.1,04/14/2026 19:18,transshipment,D-005-C-03
VALID_7661_19E8,20,42.2,04/16/2026 19:18,export,E-005-A-03
VALID_7757_472B,20,25.9,2026-04-16T19:18:40.681008,import,D-001-C-03
VALID_9771_C860,20,27.8,2026-04-26,import,D-005-A-01
FMT_9247_75C1,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
FMT_7325_0133,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_5017_6B76,20,17.3,2026-04-14 19:18:40,transshipment,D-018-A-01
DUP_6739_FB3C,40,20.0,2026-04-16,import,D-000-D-00
FMT_7076_DFEB,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
DUP_8486_E76F,40,20.0,2026-04-16 19:18:40,import,D-000-D-00
FMT_3693_49C1,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_4970_DB21,20,26.0,2026-04-13 19:18:40,transshipment,B-018-A-01
VALID_1376_F589,40,3.6,2026-04-14 19:18:40,export,D-013-A-01
VALID_5975_4318,40,31.0,04/12/2026 19:18,transshipment,A-011-C-05
VALID_5170_4F2B,20,22.7,2026-04-14,transshipment,D-006-C-01
VALID_1704_DB62,40,37.3,04/13/2026 19:18,transshipment,C-015-C-02
HIGH_W_3785_1003,40,150.0,2026-04-16T19:18:40.695454,export,X-002-X-02
VALID_6245_0CCA,20,6.2,2026-04-17,export,E-002-B-05
PAST_2773_15BE,20,12.0,2026-03-24 19:18:40,import,P-001-P-01
VALID_3354_FADB,20,3.7,2026-04-24,import,E-013-A-03
VALID_2689_9F41,40,42.7,04/14/2026 19:18,transshipment,B-018-A-04
VALID_9933_6691,40,27.7,2026-04-19T19:18:40.687877,export,C-018-C-04
VALID_5774_2BA8,20,3.6,2026-04-12T19:18:40.673097,transshipment,D-004-A-02
FMT_9891_85F4,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_7819_5580,40,44.3,2026-04-13 19:18:40,transshipment,B-008-B-04
VALID_2509_42E8,40,36.7,2026-04-19,export,D-006-B-04
DUP_3936_D0F8,20,20.0,2026-04-16T19:18:40.694665,import,D-000-D-00
NULL_5307_8756,,15.0,2026-04-16,import,Z-000-Z-00
VALID_1477_8A32,40,20.5,2026-04-25T19:18:40.678875,import,E-005-B-01
VALID_9340_8D00,20,32.5,04/15/2026 19:18,export,D-013-B-01
,20,15.0,04/16/2026 19:18,import,Z-000-Z-00
VALID_2522_D714,20,44.6,2026-04-13 19:18:40,transshipment,A-002-A-02
VALID_2431_DD9B,40,23.7,04/16/2026 19:18,import,E-019-A-05
VALID_2345_9489,40,43.5,2026-04-16T19:18:40.676235,import,B-018-B-05
VALID_4096_0C73,40,37.5,2026-04-12,transshipment,E-010-B-02
VALID_7693_293D,40,23.5,04/13/2026 19:18,transshipment,A-012-C-02
PAST_1554_B939,20,12.0,2026-03-23 19:18:40,import,P-001-P-01
PAST_8126_B0F2,20,12.0,2026-03-12,import,P-001-P-01
VALID_3797_6979,40,4.0,04/18/2026 19:18,export,B-009-B-02
VALID_6047_00EF,20,35.1,2026-04-14 19:18:40,export,A-015-C-03
FMT_5862_70EC,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9527_4CFE,40,21.5,2026-04-16,export,A-018-B-03
FMT_4082_8FAC,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9112_8BB2,40,17.9,2026-04-12T19:18:40.686292,transshipment,E-012-B-02
FMT_3872_8010,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
LOW_W_1572_5694,20,0.5,2026-04-16,import,X-001-X-01
VALID_8864_8F9E,20,40.3,04/14/2026 19:18,export,E-009-C-04
VALID_5384_4C51,40,44.9,2026-04-12T19:18:40.690862,transshipment,D-014-A-01
SIZE_8942_0B35,45,25.0,2026-04-16,transshipment,X-003-X-03
VALID_7469_72D7,20,28.4,2026-04-18 19:18:40,export,E-001-B-02
DUP_9365_6231,20,20.0,2026-04-16 19:18:40,import,D-000-D-00
VALID_4358_D4D2,40,9.6,2026-04-14 19:18:40,transshipment,A-005-C-05
VALID_1713_CFA9,40,27.4,2026-04-25,import,B-002-C-01
FMT_4052_5689,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_5254_A975,20,9.4,2026-04-12T19:18:40.674532,transshipment,E-009-C-03
VALID_9787_520C,20,15.6,2026-04-17,import,B-009-A-01
SIZE_6541_CE99,45,25.0,2026-04-16T19:18:40.695942,transshipment,X-003-X-03
PAST_6360_5315,20,12.0,2026-03-25,import,P-001-P-01
VALID_1918_E3C2,40,40.2,2026-04-17T19:18:40.689184,export,E-014-C-02
VALID_5798_C0F8,40,9.6,04/14/2026 19:18,export,E-004-C-04
VALID_1878_B27D,20,25.3,04/12/2026 19:18,transshipment,B-018-C-01
FMT_1634_FD85,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
,20,15.0,2026-04-16,import,Z-000-Z-00
VALID_4431_7B56,20,44.9,2026-04-12,transshipment,E-016-C-02
SIZE_9124_744E,45,25.0,2026-04-16,transshipment,X-003-X-03
VALID_1815_141D,20,14.5,2026-04-12 19:18:40,transshipment,C-001-C-02
FMT_3391_1959,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_9861_F094,40,29.0,2026-04-14,export,B-006-A-04
PAST_1697_B2AC,20,12.0,2026-03-29,import,P-001-P-01
VALID_3055_6E80,20,42.2,2026-04-15T19:18:40.669988,export,D-005-A-04
VALID_1322_F76D,20,26.2,04/14/2026 19:18,transshipment,D-005-A-05
VALID_3775_AEE9,40,28.0,2026-04-25T19:18:40.673436,import,D-015-B-02
VALID_2152_D203,20,31.4,04/12/2026 19:18,transshipment,E-003-A-02
VALID_3510_B778,40,10.5,2026-04-17 19:18:40,export,A-016-C-04
VALID_7041_0C27,20,28.5,2026-04-18,export,E-012-A-04
VALID_8933_BBA0,20,43.8,2026-04-13T19:18:40.681327,transshipment,E-019-B-05
VALID_1318_4D55,40,22.9,2026-04-16T19:18:40.680823,import,B-014-B-03
SIZE_5060_7F94,45,25.0,2026-04-16,transshipment,X-003-X-03
NULL_7322_65A2,20,15.0,,import,Z-000-Z-00
VALID_9980_7A6D,20,25.8,2026-04-18T19:18:40.673805,import,A-017-C-04
VALID_1268_ADE9,40,26.4,2026-04-16T19:18:40.680959,export,C-015-B-04
NULL_1446_99C4,20,15.0,,import,Z-000-Z-00
VALID_1307_F217,40,3.9,04/14/2026 19:18,transshipment,E-019-B-05
VALID_7844_62DB,40,7.7,2026-04-22 19:18:40,import,E-007-A-05
VALID_2982_9218,20,6.3,2026-04-17 19:18:40,export,E-003-B-03
VALID_2998_7C2E,40,9.6,2026-04-25T19:18:40.676478,import,D-007-A-04
FMT_9689_987B,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_1265_73CD,40,12.7,04/14/2026 19:18,transshipment,A-003-A-03
VALID_1620_1AAD,20,25.1,04/19/2026 19:18,import,B-016-B-04
VALID_4981_800E,40,19.9,2026-04-13T19:18:40.680003,transshipment,A-016-C-02
PAST_3248_B3DA,20,12.0,2026-03-23T19:18:40.697337,import,P-001-P-01
VALID_6428_A7B0,20,18.9,2026-04-19,export,E-009-A-01
PAST_3606_6D00,20,12.0,04/02/2026 19:18,import,P-001-P-01
VALID_3166_EA5D,40,2.5,2026-04-13T19:18:40.676466,transshipment,B-005-C-01
DUP_9603_B51F,40,20.0,2026-04-16,import,D-000-D-00
VALID_4497_73B6,40,3.7,04/19/2026 19:18,export,C-015-B-03
VALID_1213_9DC6,40,9.9,2026-04-12T19:18:40.691585,transshipment,D-009-B-01
FMT_2358_12A0,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_8045_3AC3,20,36.2,04/17/2026 19:18,export,B-007-B-03
,20,15.0,04/16/2026 19:18,import,Z-000-Z-00
VALID_7632_4289,20,21.4,04/13/2026 19:18,transshipment,A-009-C-02
DUP_4953_9BB4,20,20.0,2026-04-16 19:18:40,import,D-000-D-00
VALID_4604_AAEA,40,14.9,04/16/2026 19:18,import,A-006-A-01
VALID_2081_04D4,20,32.4,04/25/2026 19:18,import,B-009-B-02
VALID_1876_E37A,20,21.7,04/13/2026 19:18,transshipment,C-020-B-01
HIGH_W_8178_3F64,40,150.0,04/16/2026 19:18,export,X-002-X-02
DUP_7970_EB59,20,20.0,04/16/2026 19:18,import,D-000-D-00
TYPE_6476_8678,20,10.0,04/16/2026 19:18,lost_cargo,X-004-X-04
VALID_4424_98F0,40,3.4,2026-04-12 19:18:40,transshipment,A-011-A-01
NULL_7594_8728,20,,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_1126_0AEA,40,37.3,2026-04-19,export,A-003-C-01
VALID_3861_5618,40,15.8,2026-04-15 19:18:40,export,D-013-A-01
VALID_1913_1E5E,40,20.6,04/14/2026 19:18,transshipment,E-003-C-01
PAST_3062_774F,20,12.0,2026-03-18 19:18:40,import,P-001-P-01
VALID_3668_80EF,40,23.4,2026-04-14,transshipment,C-018-A-05
VALID_4537_83F7,40,28.3,2026-04-15 19:18:40,export,C-003-C-04
NULL_5067_9F3E,,15.0,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_5328_F755,20,4.8,2026-04-18 19:18:40,export,B-007-A-05
VALID_6367_8B82,20,37.3,2026-04-23,import,C-008-A-05
VALID_7736_5406,20,38.3,04/15/2026 19:18,export,E-017-C-03
VALID_6873_0445,40,6.6,04/13/2026 19:18,transshipment,E-012-B-03
VALID_2753_CCBF,40,26.8,2026-04-14,transshipment,D-002-C-04
VALID_3390_429D,20,17.9,2026-04-15T19:18:40.682071,export,C-004-A-02
VALID_9761_DFEF,40,4.8,2026-04-14 19:18:40,export,E-019-B-01
,20,15.0,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_9045_32F4,40,22.6,2026-04-17,export,A-014-A-02
VALID_4445_D8E7,20,34.9,2026-04-15T19:18:40.692017,export,B-016-B-04
FMT_3399_0002,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_8039_6A98,20,23.6,2026-04-24T19:18:40.676335,import,B-018-B-02
FMT_8401_D0BB,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
HIGH_W_1314_168E,40,150.0,04/16/2026 19:18,export,X-002-X-02
VALID_7544_67A2,20,43.0,2026-04-18,export,E-003-B-04
VALID_9758_8165,40,35.1,2026-04-18 19:18:40,import,B-008-A-05
VALID_4090_0A12,40,29.6,2026-04-19T19:18:40.692679,import,D-011-A-05
VALID_7492_BE48,40,12.8,2026-04-19 19:18:40,export,E-001-B-01
VALID_7097_EA25,20,6.1,2026-04-13 19:18:40,transshipment,C-014-B-01
VALID_9909_C21C,40,20.0,2026-04-19T19:18:40.685401,export,B-012-A-04
LOW_W_1044_717E,20,0.5,2026-04-16 19:18:40,import,X-001-X-01
VALID_9759_C419,20,2.2,2026-04-15T19:18:40.684298,export,C-020-A-05
VALID_4060_A82E,40,21.9,2026-04-14T19:18:40.673833,transshipment,A-015-C-01
VALID_5397_C537,20,19.7,2026-04-14 19:18:40,export,C-012-A-05
FMT_6022_5FE0,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
FMT_3709_F72F,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
NULL_6655_B117,,15.0,2026-04-16 19:18:40,import,Z-000-Z-00
VALID_8013_6B8D,40,19.9,2026-04-14T19:18:40.677491,transshipment,D-004-B-02
VALID_3280_B2B4,20,8.7,2026-04-18T19:18:40.682180,export,D-016-C-05
VALID_1159_D461,20,18.6,2026-04-18 19:18:40,export,C-004-A-01
VALID_6108_F858,20,6.0,2026-04-18 19:18:40,import,D-016-B-05
TYPE_1409_4E4E,20,10.0,2026-04-16 19:18:40,lost_cargo,X-004-X-04
PAST_8595_4CCF,20,12.0,2026-03-25,import,P-001-P-01
FMT_9547_C71D,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_5862_4B2F,20,20.5,04/18/2026 19:18,export,E-020-A-03
NULL_7352_44DD,,15.0,2026-04-16,import,Z-000-Z-00
VALID_9909_A9E7,40,34.1,2026-04-20,import,D-006-B-04
VALID_1977_56D2,40,44.8,2026-04-14,transshipment,A-013-C-04
VALID_5350_F820,20,31.4,04/13/2026 19:18,transshipment,E-015-A-03
VALID_8531_EFFB,40,34.9,2026-04-23 19:18:40,import,E-002-C-02
FMT_8828_093C,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_4625_31B5,40,16.9,2026-04-19 19:18:40,export,E-013-B-03
VALID_5829_4C85,20,19.4,2026-04-14T19:18:40.677422,transshipment,B-015-B-04
,20,15.0,2026-04-16T19:18:40.694430,import,Z-000-Z-00
VALID_6530_ED5B,20,19.2,2026-04-17 19:18:40,export,B-005-B-02
VALID_4577_6D8A,40,24.6,2026-04-14,transshipment,C-001-C-04
VALID_5444_8AB9,40,34.4,2026-04-22 19:18:40,import,E-011-A-03
PAST_5519_E2D6,20,12.0,2026-03-30,import,P-001-P-01
VALID_7043_D958,40,19.8,04/16/2026 19:18,export,B-009-C-05
VALID_6299_312F,20,26.3,04/14/2026 19:18,transshipment,B-015-B-01
VALID_1209_CD3A,40,18.5,2026-04-26 19:18:40,import,C-007-C-05
VALID_9091_20F9,40,33.0,04/16/2026 19:18,export,E-008-C-04
NULL_8729_8E53,20,15.0,,import,Z-000-Z-00
NULL_6804_1719,20,,04/16/2026 19:18,import,Z-000-Z-00
PAST_3293_1343,20,12.0,2026-04-05T19:18:40.697478,import,P-001-P-01
PAST_6971_82B4,20,12.0,2026-03-22,import,P-001-P-01
VALID_4942_9522,20,9.4,2026-04-14T19:18:40.680421,export,D-002-A-05
VALID_9460_132D,40,27.5,2026-04-16 19:18:40,export,C-004-C-05
VALID_7572_01ED,20,35.2,2026-04-16 19:18:40,import,A-015-C-01
FMT_8546_64CE,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_3590_04C4,20,33.8,2026-04-13T19:18:40.687865,transshipment,D-020-A-02
HIGH_W_3534_EA91,40,150.0,2026-04-16T19:18:40.696473,export,X-002-X-02
VALID_3987_5439,40,33.6,2026-04-25T19:18:40.673925,import,A-002-C-03
VALID_4430_E170,20,31.9,2026-04-23 19:18:40,import,D-002-C-04
VALID_5534_614E,20,27.4,2026-04-15 19:18:40,export,B-001-C-03
VALID_7166_EE9F,20,8.5,2026-04-20 19:18:40,import,E-016-B-03
HIGH_W_3843_CD49,40,150.0,04/16/2026 19:18,export,X-002-X-02
,20,15.0,2026-04-16T19:18:40.692941,import,Z-000-Z-00
NULL_5752_7137,20,,04/16/2026 19:18,import,Z-000-Z-00
VALID_4740_EC51,40,9.6,2026-04-12 19:18:40,transshipment,A-014-A-03
VALID_2919_8E97,20,3.2,04/13/2026 19:18,transshipment,E-005-B-05
VALID_1047_DFB8,40,9.6,04/17/2026 19:18,export,B-020-B-01
VALID_8603_B571,20,26.9,2026-04-16 19:18:40,export,E-002-C-03
VALID_8803_EDA7,40,6.4,2026-04-25T19:18:40.674210,import,C-007-A-02
VALID_3895_9BC3,20,24.1,2026-04-18T19:18:40.682026,import,D-013-B-04
VALID_6368_F2E0,40,29.9,2026-04-19,export,A-017-B-03
VALID_4719_BF22,40,14.7,2026-04-18 19:18:40,import,C-007-C-01
VALID_4278_0E5E,40,2.6,04/17/2026 19:18,export,E-005-C-05
VALID_7327_36F3,40,14.8,2026-04-16 19:18:40,export,B-003-B-05
VALID_5281_38F0,20,32.4,2026-04-13,transshipment,E-013-C-04
VALID_2583_4299,20,11.7,2026-04-17,export,A-012-B-04
DUP_8720_F0F5,20,20.0,2026-04-16 19:18:40,import,D-000-D-00
PAST_4851_0065,20,12.0,2026-04-09T19:18:40.697986,import,P-001-P-01
FMT_3172_9203,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
PAST_6107_7698,20,12.0,2026-04-03T19:18:40.698290,import,P-001-P-01
VALID_1130_60E9,20,10.0,2026-04-15,export,B-016-C-03
VALID_1053_7181,40,7.7,2026-04-26 19:18:40,import,A-003-A-02
NULL_8660_FBA6,20,,2026-04-16,import,Z-000-Z-00
VALID_5297_EC0C,40,18.6,2026-04-20 19:18:40,import,B-003-C-03
VALID_5428_C6DB,40,21.0,2026-04-16 19:18:40,import,B-001-C-01
TYPE_1957_9783,20,10.0,04/16/2026 19:18,lost_cargo,X-004-X-04
VALID_6577_DAE6,20,38.0,04/18/2026 19:18,export,D-019-A-04
PAST_9538_6721,20,12.0,2026-03-12,import,P-001-P-01
DUP_6739_FB3C,40,20.0,2026-04-16,import,D-000-D-00
VALID_8232_F9FD,20,37.4,2026-04-24T19:18:40.684079,import,D-015-C-02
VALID_9859_A43D,40,40.0,2026-04-17T19:18:40.689100,export,A-020-C-05
PAST_4711_2B83,20,12.0,2026-04-07T19:18:40.698038,import,P-001-P-01
VALID_6961_FF25,40,9.1,04/16/2026 19:18,export,A-010-B-03
DUP_3675_3617,40,20.0,04/16/2026 19:18,import,D-000-D-00
VALID_3618_1F32,20,12.7,2026-04-15 19:18:40,export,B-007-A-02
PAST_6950_141E,20,12.0,2026-03-17 19:18:40,import,P-001-P-01
VALID_3366_AC57,20,16.5,04/21/2026 19:18,import,D-002-A-04
FMT_4883_44D6,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_2457_3E43,20,31.2,04/17/2026 19:18,export,A-017-C-01
FMT_4872_DDB3,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_4641_6390,40,9.2,04/12/2026 19:18,transshipment,D-010-B-04
FMT_8578_6105,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_2160_D03A,40,31.2,2026-04-19T19:18:40.690327,import,B-011-B-03
VALID_1265_BB4C,40,44.5,2026-04-16 19:18:40,export,C-005-C-01
HIGH_W_8938_DEF5,40,150.0,04/16/2026 19:18,export,X-002-X-02
HIGH_W_7562_DF5A,40,150.0,04/16/2026 19:18,export,X-002-X-02
VALID_9382_70F2,40,37.6,04/14/2026 19:18,transshipment,B-001-B-03
VALID_6409_98B6,20,31.2,2026-04-22 19:18:40,import,C-001-C-03
VALID_9591_C7C9,20,35.9,2026-04-15,export,A-008-A-05
TYPE_2975_892C,20,10.0,2026-04-16,lost_cargo,X-004-X-04
NULL_4213_38C2,,15.0,2026-04-16,import,Z-000-Z-00
VALID_3428_0F66,40,18.1,2026-04-17T19:18:40.680148,export,A-005-A-03
TYPE_1366_9A8D,20,10.0,2026-04-16T19:18:40.695862,lost_cargo,X-004-X-04
VALID_9342_9A8B,40,15.9,2026-04-17T19:18:40.680614,import,B-007-C-01
FMT_4879_2016,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
NULL_7716_F10E,20,15.0,,import,Z-000-Z-00
DUP_7319_D36F,40,20.0,2026-04-16 19:18:40,import,D-000-D-00
HIGH_W_5146_0BCB,40,150.0,2026-04-16,export,X-002-X-02
VALID_9061_47A2,20,31.4,2026-04-23T19:18:40.681721,import,D-013-C-05
VALID_5820_FA71,40,37.7,2026-04-16T19:18:40.684745,import,C-013-A-01
FMT_1198_7F89,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_1306_071A,40,40.9,2026-04-14,transshipment,A-014-B-01
VALID_1392_152A,40,32.0,2026-04-12,transshipment,A-011-C-04
VALID_2620_E4E6,40,7.6,2026-04-13,transshipment,C-015-A-02
VALID_2716_480D,40,23.4,2026-04-16T19:18:40.691598,import,D-017-B-05
PAST_8026_F9AA,20,12.0,2026-03-26 19:18:40,import,P-001-P-01
LOW_W_8185_2BB0,20,0.5,2026-04-16 19:18:40,import,X-001-X-01
VALID_4559_EBDF,40,2.1,2026-04-14 19:18:40,transshipment,D-008-B-05
VALID_1008_F2DD,20,2.7,04/21/2026 19:18,import,E-012-A-05
PAST_8341_6482,20,12.0,2026-03-27,import,P-001-P-01
VALID_1859_0490,20,6.7,2026-04-17T19:18:40.691539,export,D-013-A-02
VALID_1102_3413,40,31.7,2026-04-13T19:18:40.675102,transshipment,B-007-C-01
VALID_2458_F410,40,10.9,2026-04-15T19:18:40.678134,export,B-006-B-04
VALID_6986_2791,20,40.6,2026-04-17 19:18:40,import,B-020-C-05
VALID_2358_3552,20,9.9,2026-04-17,import,B-006-B-05
VALID_1208_ADE7,40,11.9,2026-04-22T19:18:40.682727,import,E-009-A-03
VALID_2130_F99D,40,38.4,2026-04-12,transshipment,A-020-A-04
VALID_4586_31E8,20,17.8,2026-04-20,import,D-003-A-02
VALID_5820_0BC9,20,36.9,2026-04-18,import,C-013-A-01
FMT_2517_3A8A,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
VALID_7429_60DD,20,11.9,04/21/2026 19:18,import,B-007-B-01
VALID_6067_BBF3,20,25.2,2026-04-17T19:18:40.684523,export,D-013-A-01
VALID_5902_7D7B,40,31.2,2026-04-13T19:18:40.682763,transshipment,D-013-A-02
VALID_7693_D720,20,42.9,2026-04-17,import,B-001-B-04
SIZE_7836_429E,45,25.0,2026-04-16T19:18:40.695981,transshipment,X-003-X-03
SIZE_8683_AC6D,45,25.0,2026-04-16 19:18:40,transshipment,X-003-X-03
LOW_W_8636_A441,20,0.5,2026-04-16,import,X-001-X-01
DUP_5665_20DE,20,20.0,2026-04-16T19:18:40.694810,import,D-000-D-00
VALID_6414_89AF,20,26.7,2026-04-13T19:18:40.672140,transshipment,D-010-C-04
VALID_4833_D019,20,43.8,04/19/2026 19:18,import,E-005-A-03
VALID_1446_845C,40,32.5,04/13/2026 19:18,transshipment,E-011-B-01
TYPE_3785_2957,20,10.0,04/16/2026 19:18,lost_cargo,X-004-X-04
VALID_2009_F69B,20,7.2,04/20/2026 19:18,import,D-014-C-02
VALID_9172_6F8B,20,7.1,2026-04-18 19:18:40,export,E-014-C-02
VALID_9001_ABB6,40,29.3,2026-04-22T19:18:40.671988,import,E-005-A-02
VALID_1839_6426,20,44.0,2026-04-16,export,B-018-A-04
VALID_8687_B8E1,20,13.6,2026-04-12 19:18:40,transshipment,D-004-B-03
VALID_3525_50B5,20,12.4,2026-04-12T19:18:40.683795,transshipment,A-007-B-02
VALID_9203_DEE6,20,32.3,04/19/2026 19:18,export,A-020-C-05
HIGH_W_6654_D900,40,150.0,2026-04-16 19:18:40,export,X-002-X-02
VALID_2202_129B,40,35.4,04/17/2026 19:18,import,E-002-A-03
VALID_7298_A068,20,2.2,2026-04-23T19:18:40.684904,import,A-013-A-03
VALID_8622_2F9F,20,37.6,2026-04-17 19:18:40,export,B-016-B-01
VALID_9803_F21E,40,3.7,2026-04-13,transshipment,B-009-C-03
VALID_1680_FA3F,40,27.8,04/18/2026 19:18,import,B-018-C-04
FMT_1102_6B95,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
FMT_3110_24DD,40,30.0,INVALID_DATE_STRING,transshipment,GHOST_SLOT
PAST_6948_DA6B,20,12.0,2026-03-29,import,P-001-P-01
PAST_6026_D8C1,20,12.0,2026-03-12T19:18:40.697684,import,P-001-P-01
VALID_5617_FFE2,20,15.8,2026-04-16T19:18:40.678827,import,C-003-B-04
VALID_5623_DF8B,20,42.7,2026-04-13 19:18:40,transshipment,A-013-C-03
PAST_7818_BB37,20,12.0,2026-03-15T19:18:40.696743,import,P-001-P-01
VALID_3114_E76E,20,28.3,2026-04-13,transshipment,C-019-A-05
VALID_6691_FE81,40,19.1,2026-04-23T19:18:40.691450,import,A-016-A-02
VALID_7362_CEDF,20,21.9,2026-04-17 19:18:40,export,E-017-A-01
PAST_6672_9823,20,12.0,2026-03-14T19:18:40.697922,import,P-001-P-01
VALID_1628_948D,40,33.4,04/13/2026 19:18,transshipment,D-010-C-02
VALID_1171_61F0,40,13.9,2026-04-12 19:18:40,transshipment,E-013-A-05
VALID_6672_F9E7,40,22.5,04/12/2026 19:18,transshipment,A-007-A-02
VALID_7767_0889,20,10.3,2026-04-25 19:18:40,import,C-011-A-03
VALID_1522_A754,20,12.4,2026-04-14,export,C-004-A-02
VALID_2667_4E0F,40,35.8,04/12/2026 19:18,transshipment,C-018-A-01
