id,weight,type,departure_time,size
MSCU3381733,22.3,transshipment,2026-03-09T14:00:00,40
TCKU6307171,22.09,transshipment,2026-03-24T06:00:00,40
TLLU8285797,24.43,import,2026-03-14T18:00:00,40
TLLU1499295,10.1,import,2026-03-22T10:00:00,40
MRKU4576767,16.32,transshipment,2026-03-10T18:00:00,40
MSCU5349462,23.98,import,2026-03-07T08:00:00,40
CMAU2332039,21.54,export,2026-03-08T22:00:00,40
CMAU0853352,20.37,import,2026-03-10T06:00:00,20
TCKU7261445,24.73,import,2026-03-05T08:00:00,40
MRKU9565687,23.36,export,2026-03-07T22:00:00,20
TCKU9738137,13.8,import,2026-03-23T16:00:00,20
TCKU9054286,24.88,transshipment,2026-03-13T10:00:00,40
TLLU6073588,17.79,transshipment,2026-03-12T06:00:00,20
CMAU3010555,8.83,export,2026-03-22T20:00:00,20
TLLU7068061,14.49,import,2026-03-05T22:00:00,40
CMAU6611385,14.15,transshipment,2026-03-23T18:00:00,20
CMAU2295517,6.81,export,2026-03-21T14:00:00,20
CMAU5502835,9.94,export,2026-03-07T14:00:00,40
MSCU4112042,19.93,import,2026-03-16T10:00:00,20
TCKU3955858,27.41,transshipment,2026-03-22T18:00:00,20
TCKU0243470,17.16,import,2026-03-08T16:00:00,40
MSCU9944426,6.14,export,2026-03-19T22:00:00,40
MRKU6186428,13.18,transshipment,2026-03-11T20:00:00,40
MRKU3207581,27.34,transshipment,2026-03-14T06:00:00,20
CMAU5661823,6.11,export,2026-03-06T06:00:00,40
CMAU2519870,20.63,export,2026-03-16T08:00:00,40
MSCU1106728,19.18,import,2026-03-13T20:00:00,40
MSCU5684857,9.4,export,2026-03-25T12:00:00,20
CMAU0981314,20.2,export,2026-03-14T08:00:00,40
TLLU7198670,11.8,import,2026-03-08T16:00:00,40
TLLU1468585,21.55,export,2026-03-08T14:00:00,40
TCKU7644737,13.15,export,2026-03-11T10:00:00,40
TLLU6350251,19.79,import,2026-03-12T18:00:00,40
MRKU0013168,16.02,import,2026-03-22T20:00:00,40
CMAU4588062,9.69,import,2026-03-14T06:00:00,40
TLLU5655403,17.94,transshipment,2026-03-10T10:00:00,40
MRKU5709672,17.32,export,2026-03-20T10:00:00,20
TLLU4075084,21.47,export,2026-03-20T12:00:00,40
MRKU2865680,14.32,import,2026-03-21T16:00:00,40
MSCU9309982,6.97,export,2026-03-17T08:00:00,40
MSCU7105359,8.96,export,2026-03-17T16:00:00,40
MRKU0072618,22.45,import,2026-03-08T10:00:00,40
MRKU1081485,14.04,export,2026-03-20T16:00:00,40
TCKU4231059,20.77,import,2026-03-11T22:00:00,40
CMAU1084039,23.75,import,2026-03-24T14:00:00,20
TLLU0257913,15.2,import,2026-03-09T22:00:00,40
TCKU2983169,13.39,import,2026-03-24T12:00:00,40
TCKU7549365,9.56,import,2026-03-22T22:00:00,20
TCKU5745970,9.67,export,2026-03-06T20:00:00,20
TCKU5486242,10.37,import,2026-03-16T20:00:00,20
MSCU0525741,20.64,import,2026-03-24T14:00:00,40
MRKU8829562,14.21,export,2026-03-07T20:00:00,20
MRKU7807199,14.85,import,2026-03-24T22:00:00,20
MSCU6191204,13.37,export,2026-03-25T08:00:00,20
TLLU4606649,16.99,export,2026-03-09T20:00:00,20
CMAU4035060,21.9,export,2026-03-22T08:00:00,20
TLLU7638115,25.0,import,2026-03-11T06:00:00,20
TCKU0245940,23.44,import,2026-03-24T10:00:00,20
TCKU1278117,14.32,export,2026-03-08T16:00:00,40
TCKU0668481,22.78,export,2026-03-23T10:00:00,40
TCKU4626521,15.62,import,2026-03-18T18:00:00,20
TLLU0742266,29.18,transshipment,2026-03-22T18:00:00,20
MSCU5185164,16.52,export,2026-03-08T16:00:00,40
CMAU9267541,17.55,transshipment,2026-03-16T18:00:00,20
MRKU0132424,8.51,export,2026-03-11T10:00:00,40
MRKU8023973,9.1,import,2026-03-14T08:00:00,20
MSCU8112061,9.17,import,2026-03-12T10:00:00,20
TCKU5674652,14.45,import,2026-03-22T18:00:00,20
TLLU8942681,6.58,export,2026-03-11T14:00:00,20
MRKU0675839,10.74,import,2026-03-16T16:00:00,20
TCKU9870672,16.85,import,2026-03-15T20:00:00,20
CMAU1391338,13.53,import,2026-03-20T22:00:00,40
TLLU9205472,14.98,export,2026-03-21T06:00:00,20
TCKU3464577,26.97,import,2026-03-24T20:00:00,20
MRKU5794891,22.85,import,2026-03-16T08:00:00,40
TLLU5429402,19.67,import,2026-03-22T10:00:00,20
MSCU5653308,17.96,export,2026-03-07T06:00:00,20
MRKU1668598,18.73,transshipment,2026-03-25T08:00:00,40
TCKU3453998,18.78,import,2026-03-15T18:00:00,40
MSCU0601337,24.05,import,2026-03-10T22:00:00,40
MSCU1445336,28.52,transshipment,2026-03-24T20:00:00,20
TCKU1216645,22.23,export,2026-03-21T16:00:00,20
TLLU9631667,10.05,export,2026-03-13T16:00:00,20
MRKU4129391,21.9,import,2026-03-20T06:00:00,40
CMAU6831469,22.53,import,2026-03-21T18:00:00,20
MSCU9968028,17.68,import,2026-03-13T16:00:00,40
MSCU4871787,11.73,export,2026-03-12T08:00:00,20
TCKU7667973,12.71,export,2026-03-06T18:00:00,20
TLLU8457339,9.99,import,2026-03-18T14:00:00,20
MRKU6902183,13.94,import,2026-03-14T10:00:00,40
CMAU0646685,9.62,transshipment,2026-03-14T08:00:00,40
MSCU6339430,19.46,import,2026-03-14T06:00:00,40
CMAU8176688,17.39,import,2026-03-21T20:00:00,20
MSCU9985177,7.04,transshipment,2026-03-20T12:00:00,40
MRKU5909967,24.08,import,2026-03-06T12:00:00,40
MRKU9406948,12.18,export,2026-03-25T22:00:00,40
MRKU9234759,20.85,export,2026-03-18T18:00:00,20
TCKU7515409,8.86,export,2026-03-13T16:00:00,20
MSCU3706713,12.31,transshipment,2026-03-06T18:00:00,40
MSCU3088437,13.09,export,2026-03-10T22:00:00,40
MRKU1179236,22.94,transshipment,2026-03-16T14:00:00,20
MRKU2005030,10.31,import,2026-03-09T08:00:00,40
MRKU1258673,17.99,import,2026-03-08T14:00:00,40
CMAU3193985,8.67,import,2026-03-14T12:00:00,20
TLLU4225561,15.19,transshipment,2026-03-18T08:00:00,40
CMAU0565244,7.38,transshipment,2026-03-22T08:00:00,40
MSCU5285256,20.11,transshipment,2026-03-07T12:00:00,40
MSCU9188118,15.1,import,2026-03-22T12:00:00,40
MRKU6084093,9.33,export,2026-03-17T08:00:00,40
CMAU5380355,20.56,import,2026-03-23T16:00:00,40
MRKU8565261,18.25,transshipment,2026-03-10T18:00:00,40
TCKU0320608,24.3,import,2026-03-15T08:00:00,20
TLLU5474454,20.52,import,2026-03-09T12:00:00,40
MRKU2738755,23.72,import,2026-03-16T10:00:00,20
MSCU6517524,20.24,transshipment,2026-03-08T10:00:00,40
TCKU3210622,26.77,import,2026-03-06T08:00:00,40
TLLU9537689,9.6,import,2026-03-21T10:00:00,40
TCKU1950355,22.8,transshipment,2026-03-20T22:00:00,40
TCKU5415175,23.87,import,2026-03-24T12:00:00,20
MRKU5295691,16.55,import,2026-03-14T08:00:00,40
MRKU5699857,14.29,export,2026-03-21T16:00:00,40
MRKU0337155,14.98,export,2026-03-19T22:00:00,40
CMAU1268422,16.47,import,2026-03-25T16:00:00,40
TCKU2688498,14.53,import,2026-03-05T22:00:00,40
TLLU0368032,18.79,transshipment,2026-03-07T12:00:00,20
TLLU6581086,16.21,import,2026-03-25T08:00:00,40
TLLU4697016,15.94,import,2026-03-23T16:00:00,40
MRKU1533398,12.0,import,2026-03-21T14:00:00,40
MRKU5761612,6.35,export,2026-03-14T16:00:00,40
TLLU5415029,20.34,import,2026-03-12T20:00:00,20
TCKU1807963,21.41,import,2026-03-08T12:00:00,40
MRKU3441591,18.57,import,2026-03-12T18:00:00,40
MSCU3252309,15.55,export,2026-03-18T20:00:00,20
MSCU6340819,7.16,transshipment,2026-03-10T10:00:00,20
MRKU5241535,15.37,import,2026-03-06T18:00:00,40
CMAU1559426,13.11,import,2026-03-10T18:00:00,20
TCKU0409943,17.47,export,2026-03-13T16:00:00,20
MSCU1670080,27.95,import,2026-03-20T14:00:00,40
MRKU7810041,16.84,import,2026-03-09T22:00:00,40
TCKU6241810,9.04,import,2026-03-20T10:00:00,20
MSCU1877329,5.59,export,2026-03-18T20:00:00,40
MSCU4836223,11.44,import,2026-03-10T06:00:00,20
TCKU4800496,15.59,import,2026-03-11T14:00:00,40
TLLU6461952,21.37,export,2026-03-08T18:00:00,20
MRKU8537616,11.7,export,2026-03-20T10:00:00,20
TCKU3431521,5.98,export,2026-03-23T22:00:00,40
MRKU3419058,13.75,transshipment,2026-03-13T14:00:00,20
CMAU9623288,18.49,export,2026-03-11T16:00:00,40
TCKU8556456,21.57,export,2026-03-25T22:00:00,20
CMAU9497807,8.81,export,2026-03-14T20:00:00,40
TCKU5064366,23.4,import,2026-03-24T06:00:00,20
TLLU1514150,14.85,import,2026-03-11T08:00:00,40
CMAU9860510,18.32,export,2026-03-24T10:00:00,40
MRKU9450710,14.63,import,2026-03-12T14:00:00,40
TLLU2576095,17.8,import,2026-03-23T18:00:00,40
TLLU0401564,20.6,import,2026-03-20T20:00:00,20
MRKU3457863,16.91,import,2026-03-23T18:00:00,20
MSCU9116124,16.83,import,2026-03-08T22:00:00,20
MRKU5778280,14.77,export,2026-03-25T10:00:00,20
TCKU6204076,25.61,import,2026-03-14T08:00:00,40
CMAU1549064,14.0,import,2026-03-09T14:00:00,40
MSCU5400333,16.78,export,2026-03-16T06:00:00,20
CMAU4857151,22.4,export,2026-03-06T22:00:00,40
MRKU9427561,8.92,import,2026-03-09T16:00:00,20
TLLU7274346,15.01,export,2026-03-24T14:00:00,40
TCKU2969315,14.86,import,2026-03-17T22:00:00,20
TCKU4253407,12.0,export,2026-03-12T18:00:00,20
TLLU5005545,22.02,export,2026-03-22T06:00:00,40
MRKU7664730,19.55,import,2026-03-15T14:00:00,40
TLLU7858286,20.0,export,2026-03-23T16:00:00,20
TLLU1175877,22.37,transshipment,2026-03-25T10:00:00,40
TCKU4609606,16.16,export,2026-03-20T22:00:00,40
MSCU0184617,26.41,import,2026-03-06T14:00:00,40
TLLU9113392,11.95,import,2026-03-11T22:00:00,40
TLLU1542192,17.55,export,2026-03-08T16:00:00,20
TLLU6396667,22.3,import,2026-03-13T08:00:00,40
MRKU2945253,19.54,transshipment,2026-03-20T14:00:00,40
TCKU9902615,26.04,import,2026-03-17T10:00:00,40
MRKU7521264,22.24,export,2026-03-19T12:00:00,20
MRKU6714303,13.66,import,2026-03-14T20:00:00,40
MSCU1831366,18.02,export,2026-03-18T12:00:00,40
TCKU2842660,18.58,import,2026-03-10T18:00:00,20
TCKU4603951,9.65,import,2026-03-21T18:00:00,40
MRKU6668493,12.31,export,2026-03-22T18:00:00,20
MRKU4901755,11.5,export,2026-03-16T12:00:00,40
CMAU7541154,14.51,import,2026-03-18T20:00:00,40
TLLU9805155,12.1,import,2026-03-09T12:00:00,40
TCKU6550451,18.17,export,2026-03-20T06:00:00,40
MSCU2846985,14.09,transshipment,2026-03-20T08:00:00,40
MSCU3083057,16.72,import,2026-03-23T12:00:00,20
CMAU7059875,19.09,import,2026-03-08T10:00:00,20
MRKU3090786,7.13,transshipment,2026-03-22T06:00:00,40
TCKU1981640,15.43,export,2026-03-15T06:00:00,40
TCKU1048579,21.81,import,2026-03-21T20:00:00,20
MSCU3552125,26.75,import,2026-03-10T16:00:00,40
TLLU2446010,21.76,export,2026-03-16T14:00:00,40
MRKU3990457,12.97,export,2026-03-09T06:00:00,40
MSCU5337955,9.58,import,2026-03-20T08:00:00,40
MRKU6632111,5.89,export,2026-03-23T14:00:00,40
MRKU7415656,9.87,export,2026-03-21T16:00:00,20
TCKU8352271,9.46,transshipment,2026-03-06T14:00:00,40
CMAU9556781,23.12,export,2026-03-15T22:00:00,20
TLLU8660360,19.1,export,2026-03-18T10:00:00,40
MSCU7936861,21.59,export,2026-03-18T06:00:00,20
TLLU5674099,21.91,import,2026-03-11T10:00:00,40
MRKU0797943,25.56,transshipment,2026-03-06T16:00:00,20
CMAU4314617,8.15,export,2026-03-11T20:00:00,20
MSCU9626172,14.02,export,2026-03-11T14:00:00,40
MSCU8514576,10.55,import,2026-03-08T18:00:00,40
TLLU8531712,10.68,import,2026-03-22T12:00:00,40
MSCU6377238,12.49,import,2026-03-09T16:00:00,40
MSCU3426226,27.79,import,2026-03-22T14:00:00,40
TLLU8069921,12.89,import,2026-03-10T16:00:00,40
MRKU6032410,19.95,import,2026-03-11T16:00:00,40
MSCU4428269,14.19,export,2026-03-17T16:00:00,40
MSCU0360639,22.3,import,2026-03-06T18:00:00,40
CMAU0512890,26.75,import,2026-03-11T08:00:00,40
TCKU6093054,11.94,import,2026-03-22T06:00:00,20
TCKU7431678,18.69,export,2026-03-23T16:00:00,40
MRKU2490506,16.68,transshipment,2026-03-11T18:00:00,20
CMAU8659871,15.51,import,2026-03-15T16:00:00,40
TLLU6532098,12.11,export,2026-03-24T18:00:00,40
MRKU5542089,24.37,export,2026-03-08T18:00:00,40
TLLU6685227,10.65,import,2026-03-10T08:00:00,40
TCKU7990927,23.92,import,2026-03-09T12:00:00,40
TCKU6508653,13.98,import,2026-03-17T08:00:00,40
MRKU4338594,12.87,export,2026-03-23T06:00:00,20
MRKU2579851,14.0,export,2026-03-12T12:00:00,20
CMAU5712419,23.98,import,2026-03-14T06:00:00,40
TLLU9028901,10.52,transshipment,2026-03-05T06:00:00,40
TCKU1988934,19.15,export,2026-03-19T22:00:00,40
MSCU0628015,12.89,export,2026-03-17T16:00:00,40
MRKU5810876,21.34,transshipment,2026-03-23T06:00:00,40
CMAU9783859,7.9,export,2026-03-10T20:00:00,20
TCKU1712680,25.78,import,2026-03-15T10:00:00,20
MRKU8576568,20.94,import,2026-03-11T18:00:00,40
TCKU8960655,16.17,import,2026-03-18T12:00:00,20
TLLU9110940,20.15,transshipment,2026-03-24T22:00:00,20
TCKU9968663,15.93,export,2026-03-17T22:00:00,20
MRKU6845117,24.13,import,2026-03-18T22:00:00,40
CMAU7412251,9.82,export,2026-03-19T14:00:00,40
MSCU1368998,10.11,export,2026-03-10T08:00:00,20
MSCU8373151,14.56,export,2026-03-24T14:00:00,40
MRKU2959333,10.0,export,2026-03-24T16:00:00,40
MSCU7809827,26.24,import,2026-03-16T12:00:00,40
MRKU9329348,18.53,export,2026-03-18T22:00:00,40
TCKU5192802,17.11,transshipment,2026-03-18T08:00:00,40
TLLU5145124,17.6,export,2026-03-09T20:00:00,40
CMAU7770739,8.8,import,2026-03-15T20:00:00,20
TCKU5233679,14.29,import,2026-03-14T08:00:00,20
MSCU4021985,13.04,export,2026-03-13T12:00:00,40
TLLU1204856,26.26,import,2026-03-20T12:00:00,40
MSCU9579491,24.52,import,2026-03-22T22:00:00,40
MRKU9369526,9.41,export,2026-03-15T18:00:00,20
MRKU5981738,25.69,transshipment,2026-03-19T16:00:00,40
TCKU3404336,15.28,import,2026-03-12T10:00:00,20
MRKU9887505,14.53,export,2026-03-10T16:00:00,20
TCKU3529672,23.41,import,2026-03-25T14:00:00,40
MRKU6304145,7.83,export,2026-03-25T18:00:00,20
TLLU6608309,8.08,export,2026-03-23T22:00:00,20
MSCU1551284,16.45,import,2026-03-21T08:00:00,20
TLLU4941174,19.18,import,2026-03-22T20:00:00,40
TCKU8467866,9.53,import,2026-03-17T14:00:00,20
MSCU9893197,10.6,transshipment,2026-03-25T14:00:00,40
TCKU3689870,15.81,export,2026-03-11T16:00:00,40
TLLU9684673,16.32,import,2026-03-24T12:00:00,20
TCKU4300407,18.43,import,2026-03-08T18:00:00,20
MSCU1129132,9.38,import,2026-03-06T22:00:00,40
MSCU2404555,8.08,export,2026-03-19T14:00:00,40
TLLU5887039,13.43,import,2026-03-25T14:00:00,20
TCKU0361970,25.19,import,2026-03-19T22:00:00,20
MRKU0385753,11.76,export,2026-03-25T10:00:00,40
MRKU9564107,19.37,transshipment,2026-03-19T16:00:00,20
TLLU7641367,10.12,import,2026-03-15T18:00:00,20
MSCU0486863,17.94,import,2026-03-23T16:00:00,40
CMAU7386124,22.29,import,2026-03-12T18:00:00,20
MSCU5421128,26.41,import,2026-03-10T18:00:00,20
TLLU9348524,27.06,import,2026-03-18T20:00:00,40
TCKU5673456,20.35,export,2026-03-17T12:00:00,40
CMAU1981034,23.71,export,2026-03-06T18:00:00,20
CMAU1067603,10.33,export,2026-03-25T10:00:00,40
TLLU9649270,24.07,export,2026-03-20T12:00:00,40
CMAU6138101,17.6,export,2026-03-22T18:00:00,20
CMAU9108534,24.02,import,2026-03-17T14:00:00,40
MSCU5121482,10.6,export,2026-03-07T06:00:00,20
MRKU0441507,26.07,import,2026-03-12T14:00:00,20
TCKU5320299,24.78,export,2026-03-19T08:00:00,20
MSCU8254210,15.89,export,2026-03-23T14:00:00,40
CNTR-001,26.2,import,2026-03-25T19:25:47,20
CNTR-002,18.7,import,2026-04-11T10:16:47,40
CNTR-003,16.5,transshipment,2026-03-23T20:57:47,40
CNTR-004,17.3,transshipment,2026-04-08T16:48:47,20
CNTR-005,26.5,transshipment,2026-04-14T04:39:47,20
CNTR-006,7.1,transshipment,2026-04-09T01:32:47,40
CNTR-007,13.0,transshipment,2026-03-20T09:22:47,20
CNTR-008,29.6,import,2026-04-09T14:26:47,20
CNTR-009,16.3,import,2026-03-26T19:42:47,40
CNTR-010,20.1,transshipment,2026-04-09T16:49:47,40
CNTR-011,22.3,import,2026-04-09T08:22:47,20
CNTR-012,24.7,export,2026-03-25T17:34:47,40
CNTR-013,15.5,import,2026-04-06T07:36:47,20
CNTR-014,17.2,import,2026-04-14T07:57:47,20
CNTR-015,18.3,export,2026-03-26T16:57:47,20
CNTR-016,25.0,import,2026-04-10T04:59:47,20
CNTR-017,26.2,transshipment,2026-03-20T19:06:47,20
CNTR-018,20.3,export,2026-04-08T11:01:47,20
CNTR-019,18.4,export,2026-04-07T06:07:47,20
CNTR-020,14.6,export,2026-04-16T05:30:47,40
CNTR-021,7.3,transshipment,2026-03-28T16:18:47,20
CNTR-022,19.8,transshipment,2026-03-20T15:25:47,20
CNTR-023,28.2,transshipment,2026-03-28T06:55:47,20
CNTR-024,20.5,import,2026-03-22T10:29:47,20
CNTR-025,10.8,import,2026-03-26T18:11:47,20
CNTR-026,25.7,export,2026-03-29T11:49:47,20
CNTR-027,8.7,export,2026-03-26T16:12:47,40
CNTR-028,18.6,import,2026-04-10T20:36:47,40
CNTR-029,15.1,import,2026-03-28T14:40:47,40
CNTR-030,12.2,import,2026-03-19T17:02:47,40
CNTR-031,29.5,transshipment,2026-04-06T20:58:47,40
CNTR-032,9.0,import,2026-04-18T08:20:47,40
CNTR-033,6.9,export,2026-04-02T06:54:47,40
CNTR-034,24.5,transshipment,2026-03-27T18:23:47,40
CNTR-035,13.6,import,2026-03-25T14:09:47,20
CNTR-036,14.6,export,2026-03-31T10:17:47,20
CNTR-037,5.3,import,2026-04-14T10:42:47,40
CNTR-038,17.9,export,2026-03-24T20:57:47,40
CNTR-039,7.4,import,2026-04-16T16:15:47,20
CNTR-040,5.0,export,2026-04-05T07:44:47,20
CNTR-041,5.5,export,2026-03-29T02:58:47,20
CNTR-042,26.3,export,2026-04-16T09:04:47,40
CNTR-043,27.6,transshipment,2026-03-27T07:35:47,20
CNTR-044,22.1,export,2026-03-23T06:34:47,20
CNTR-045,29.5,export,2026-03-20T06:10:47,40
CNTR-046,6.2,transshipment,2026-04-11T13:39:47,40
CNTR-047,23.5,export,2026-03-29T10:44:47,20
CNTR-048,17.7,export,2026-04-09T04:38:47,40
CNTR-049,26.5,import,2026-04-08T01:26:47,20
CNTR-050,7.8,export,2026-04-09T00:26:47,40
CNTR-051,7.1,import,2026-04-17T11:50:47,40
CNTR-052,23.7,transshipment,2026-03-29T06:18:47,20
CNTR-053,22.0,transshipment,2026-03-27T10:11:47,20
CNTR-054,21.4,transshipment,2026-04-06T07:36:47,40
CNTR-055,12.3,export,2026-04-09T09:49:47,40
CNTR-056,7.1,import,2026-04-01T02:53:47,40
CNTR-057,28.1,transshipment,2026-03-24T01:49:47,20
CNTR-058,21.0,transshipment,2026-04-10T17:43:47,40
CNTR-059,26.8,export,2026-04-12T00:34:47,40
CNTR-060,13.5,export,2026-04-07T05:22:47,40
CNTR-061,26.9,export,2026-03-25T08:34:47,20
CNTR-062,19.9,export,2026-04-17T05:55:47,20
CNTR-063,19.0,import,2026-04-13T19:13:47,40
CNTR-064,5.3,export,2026-04-12T22:14:47,20
CNTR-065,6.9,export,2026-03-19T16:07:47,40
CNTR-066,8.7,transshipment,2026-04-12T23:28:47,20
CNTR-067,28.3,import,2026-04-14T08:34:47,20
CNTR-068,11.5,export,2026-03-25T12:33:47,20
CNTR-069,7.2,import,2026-04-11T05:30:47,20
CNTR-070,11.0,transshipment,2026-04-02T15:07:47,40
CNTR-071,17.2,transshipment,2026-04-16T00:34:47,20
CNTR-072,8.3,import,2026-03-22T09:00:47,40
CNTR-073,8.7,transshipment,2026-03-22T13:14:47,40
CNTR-074,18.9,transshipment,2026-04-03T23:51:47,20
CNTR-075,29.7,export,2026-04-13T06:48:47,20
CNTR-076,21.5,export,2026-04-13T07:08:47,40
CNTR-077,19.6,import,2026-03-28T13:23:47,40
CNTR-078,13.1,transshipment,2026-03-22T17:20:47,40
CNTR-079,15.8,export,2026-03-22T22:12:47,40
CNTR-080,27.2,transshipment,2026-04-12T22:31:47,20
CNTR-081,5.7,import,2026-03-18T21:14:47,20
CNTR-082,22.1,export,2026-04-08T07:18:47,40
CNTR-083,16.8,import,2026-04-17T06:37:47,40
CNTR-084,22.7,export,2026-03-19T12:22:47,20
CNTR-085,29.0,transshipment,2026-03-20T00:03:47,20
CNTR-086,21.6,import,2026-03-21T05:09:47,40
CNTR-087,17.6,export,2026-03-19T17:05:47,20
CNTR-088,29.3,export,2026-03-23T11:50:47,40
CNTR-089,13.3,transshipment,2026-04-04T05:45:47,20
CNTR-090,7.7,import,2026-03-26T05:25:47,20
CNTR-091,21.2,transshipment,2026-03-25T11:03:47,20
CNTR-092,17.8,import,2026-04-06T02:24:47,20
CNTR-093,22.2,import,2026-04-09T18:09:47,40
CNTR-094,14.2,transshipment,2026-03-22T22:03:47,40
CNTR-095,5.2,export,2026-04-15T17:37:47,20
CNTR-096,14.3,export,2026-04-02T03:47:47,20
CNTR-097,27.2,import,2026-04-06T17:01:47,20
CNTR-098,24.3,transshipment,2026-04-08T04:24:47,40
CNTR-099,8.7,export,2026-03-22T07:29:47,40
CNTR-100,22.4,import,2026-04-13T06:46:47,20
CNTR-101,5.7,import,2026-04-13T23:16:47,40
CNTR-102,19.3,import,2026-03-25T08:32:47,20
CNTR-103,9.3,export,2026-03-31T21:19:47,40
CNTR-104,19.6,transshipment,2026-04-09T18:44:47,40
CNTR-105,23.5,export,2026-04-09T17:17:47,20
CNTR-106,14.5,import,2026-03-20T07:30:47,40
CNTR-107,13.7,transshipment,2026-03-29T19:00:47,20
CNTR-108,13.9,import,2026-04-13T07:03:47,40
CNTR-109,20.3,export,2026-03-31T18:00:47,20
CNTR-110,27.0,transshipment,2026-03-23T01:20:47,20
CNTR-111,14.8,transshipment,2026-04-13T19:12:47,40
CNTR-112,7.9,export,2026-03-30T15:17:47,40
CNTR-113,5.4,import,2026-03-25T16:45:47,20
CNTR-114,8.4,export,2026-04-08T22:10:47,20
CNTR-115,24.0,transshipment,2026-04-03T09:02:47,20
CNTR-116,8.8,export,2026-03-19T03:06:47,20
CNTR-117,10.2,import,2026-03-18T23:10:47,20
CNTR-118,13.9,import,2026-03-21T10:25:47,40
CNTR-119,25.4,import,2026-04-11T10:26:47,20
CNTR-120,23.6,export,2026-03-19T01:30:47,20
CNTR-121,24.5,transshipment,2026-03-25T12:29:47,20
CNTR-122,11.9,transshipment,2026-04-04T08:19:47,40
CNTR-123,11.2,transshipment,2026-04-01T14:46:47,40
CNTR-124,22.9,export,2026-03-28T12:35:47,20
CNTR-125,18.1,export,2026-03-18T18:36:47,40
CNTR-126,20.1,transshipment,2026-04-05T21:23:47,20
CNTR-127,7.6,import,2026-04-02T00:47:47,20
CNTR-128,18.4,transshipment,2026-04-17T06:47:47,20
CNTR-129,21.9,import,2026-04-03T03:32:47,20
CNTR-130,19.8,transshipment,2026-03-24T02:10:47,20
CNTR-131,12.1,export,2026-03-23T14:37:47,20
CNTR-132,9.5,export,2026-04-17T00:36:47,20
CNTR-133,17.2,export,2026-04-09T19:45:47,40
CNTR-134,12.5,import,2026-03-27T11:49:47,20
