id,size,weight,departure_time,type
NEW-0069,20,12.2,2026-04-11T06:00:00,import
NEW-0070,40,8.8,2026-04-13T01:00:00,import
NEW-0071,20,29.3,2026-05-05T15:00:00,import
NEW-0072,20,8.5,2026-05-09T11:00:00,transshipment
NEW-0073,40,20.7,2026-05-03T05:00:00,import
NEW-0074,40,23.6,2026-04-12T06:00:00,import
NEW-0075,40,5.9,2026-05-05T14:00:00,transshipment
NEW-0076,40,11.3,2026-05-08T14:00:00,export
NEW-0077,20,27.9,2026-05-07T10:00:00,import
NEW-0078,20,5.9,2026-05-09T08:00:00,import
NEW-0079,20,12.3,2026-04-19T01:00:00,export
NEW-0080,40,25.6,2026-04-29T22:00:00,transshipment
NEW-0081,40,15.2,2026-04-15T16:00:00,export
NEW-0082,20,14.2,2026-05-07T19:00:00,import
NEW-0083,20,11.1,2026-05-04T03:00:00,export
NEW-0084,40,9.8,2026-05-02T19:00:00,import
NEW-0085,20,21.2,2026-04-14T00:00:00,transshipment
NEW-0086,40,12.2,2026-05-03T19:00:00,transshipment
NEW-0087,40,17.2,2026-04-25T12:00:00,transshipment
NEW-0088,20,26.0,2026-04-19T15:00:00,export
NEW-0089,20,15.0,2026-05-05T16:00:00,export
NEW-0090,20,5.5,2026-04-18T15:00:00,import
NEW-0091,40,7.3,2026-04-15T20:00:00,transshipment
NEW-0092,20,6.8,2026-04-19T05:00:00,import
NEW-0093,40,6.6,2026-04-16T06:00:00,export
NEW-0094,40,9.7,2026-04-11T04:00:00,transshipment
NEW-0095,20,27.4,2026-04-18T19:00:00,export
NEW-0096,40,28.2,2026-05-03T17:00:00,import
NEW-0097,40,12.5,2026-04-11T07:00:00,transshipment
NEW-0098,20,8.7,2026-05-02T21:00:00,export
NEW-0099,20,28.1,2026-04-13T08:00:00,export
NEW-0100,40,19.7,2026-05-09T04:00:00,export
NEW-0101,20,11.0,2026-05-04T08:00:00,export
NEW-0102,20,13.8,2026-05-02T11:00:00,export
NEW-0103,40,9.1,2026-04-12T17:00:00,transshipment
NEW-0104,20,23.8,2026-04-12T00:00:00,transshipment
NEW-0105,40,24.2,2026-05-03T01:00:00,export
NEW-0106,20,9.9,2026-05-01T19:00:00,import
NEW-0107,20,12.4,2026-05-07T08:00:00,transshipment
NEW-0108,20,26.2,2026-04-17T16:00:00,export
NEW-0109,20,13.0,2026-04-24T19:00:00,transshipment
NEW-0110,20,23.1,2026-05-01T09:00:00,import
NEW-0111,40,6.1,2026-04-27T12:00:00,export
NEW-0112,20,22.9,2026-04-20T15:00:00,export
NEW-0113,40,29.8,2026-04-14T11:00:00,transshipment
NEW-0114,40,6.3,2026-04-22T23:00:00,transshipment
NEW-0115,40,16.9,2026-05-02T23:00:00,transshipment
NEW-0116,40,10.4,2026-05-10T15:00:00,transshipment
NEW-0117,20,17.9,2026-04-24T11:00:00,import
NEW-0118,40,11.5,2026-05-05T21:00:00,import
NEW-0119,20,7.4,2026-04-22T22:00:00,export
NEW-0120,20,27.1,2026-04-26T04:00:00,export
NEW-0121,40,15.0,2026-05-03T06:00:00,export
NEW-0122,20,13.9,2026-05-01T04:00:00,export
NEW-0123,40,28.4,2026-04-16T04:00:00,import
NEW-0124,40,9.9,2026-04-15T22:00:00,transshipment
NEW-0125,20,16.2,2026-04-29T16:00:00,export
NEW-0126,40,29.3,2026-04-18T17:00:00,import
NEW-0127,20,13.8,2026-04-29T02:00:00,import
NEW-0128,20,21.5,2026-05-09T00:00:00,export
NEW-0129,40,19.8,2026-04-23T10:00:00,export
NEW-0130,40,18.3,2026-04-11T22:00:00,import
NEW-0131,20,22.6,2026-05-07T09:00:00,transshipment
NEW-0132,40,27.3,2026-04-15T21:00:00,import
NEW-0133,40,5.9,2026-04-20T00:00:00,transshipment
NEW-0134,20,29.3,2026-05-02T10:00:00,export
NEW-0135,40,28.1,2026-04-15T12:00:00,export
NEW-0136,40,23.0,2026-04-23T22:00:00,import
NEW-0137,40,13.7,2026-04-27T19:00:00,export
NEW-0138,40,6.3,2026-04-20T02:00:00,export
NEW-0139,20,6.8,2026-04-29T11:00:00,export
NEW-0140,20,7.4,2026-04-13T08:00:00,import
NEW-0141,20,18.7,2026-04-18T10:00:00,export
NEW-0142,40,20.8,2026-05-02T08:00:00,transshipment
NEW-0143,20,9.4,2026-04-25T06:00:00,export
NEW-0144,40,15.4,2026-04-29T14:00:00,transshipment
NEW-0145,20,26.4,2026-05-06T09:00:00,import
NEW-0146,20,7.2,2026-04-26T21:00:00,import
NEW-0147,40,6.9,2026-04-19T03:00:00,transshipment
NEW-0148,40,24.1,2026-05-02T00:00:00,export
NEW-0149,40,29.9,2026-04-18T07:00:00,import
NEW-0150,40,8.6,2026-04-24T15:00:00,export
NEW-0151,40,12.1,2026-04-20T04:00:00,export
NEW-0152,20,16.3,2026-05-08T16:00:00,import
NEW-0153,40,17.0,2026-04-28T20:00:00,export
NEW-0154,20,28.4,2026-04-15T13:00:00,export
NEW-0155,20,23.4,2026-04-28T10:00:00,export
NEW-0156,40,16.2,2026-04-23T12:00:00,import
NEW-0157,20,5.3,2026-05-07T13:00:00,import
NEW-0158,20,6.5,2026-05-05T17:00:00,import
NEW-0159,20,10.1,2026-04-24T16:00:00,transshipment
NEW-0160,40,16.4,2026-04-12T13:00:00,import
NEW-0161,20,26.0,2026-04-24T00:00:00,import
NEW-0162,40,12.7,2026-04-14T13:00:00,import
NEW-0163,20,29.4,2026-05-04T13:00:00,export
NEW-0164,20,13.0,2026-04-23T23:00:00,transshipment
NEW-0165,40,20.2,2026-04-26T20:00:00,transshipment
NEW-0166,20,19.5,2026-04-26T23:00:00,transshipment
NEW-0167,20,20.0,2026-04-15T09:00:00,transshipment
NEW-0168,20,8.3,2026-04-11T23:00:00,export
NEW-0169,20,15.7,2026-04-22T02:00:00,transshipment
NEW-0170,40,23.1,2026-04-12T02:00:00,export
NEW-0171,20,6.9,2026-05-06T21:00:00,transshipment
NEW-0172,40,17.7,2026-04-28T06:00:00,import
NEW-0173,40,20.6,2026-04-30T13:00:00,transshipment
NEW-0174,40,11.8,2026-04-29T12:00:00,import
NEW-0175,20,15.4,2026-05-02T11:00:00,import
NEW-0176,40,14.3,2026-05-03T07:00:00,export
NEW-0177,20,12.4,2026-05-07T20:00:00,transshipment
NEW-0178,20,25.0,2026-05-09T20:00:00,export
NEW-0179,20,6.9,2026-05-07T13:00:00,transshipment
NEW-0180,20,8.2,2026-04-21T00:00:00,import
NEW-0181,20,12.3,2026-04-22T07:00:00,import
NEW-0182,40,25.4,2026-04-13T05:00:00,transshipment
NEW-0183,40,24.1,2026-04-20T11:00:00,import
NEW-0184,20,8.0,2026-04-19T11:00:00,transshipment
NEW-0185,40,8.8,2026-04-13T15:00:00,export
NEW-0186,20,11.7,2026-04-28T01:00:00,export
NEW-0187,40,7.6,2026-05-01T08:00:00,transshipment
NEW-0188,40,29.1,2026-04-26T03:00:00,import
NEW-0189,20,16.8,2026-05-09T22:00:00,export
NEW-0190,20,13.6,2026-04-16T13:00:00,transshipment
NEW-0191,20,22.8,2026-04-28T06:00:00,transshipment
NEW-0192,40,23.4,2026-04-29T09:00:00,export
NEW-0193,40,26.6,2026-05-10T11:00:00,export
NEW-0194,20,21.4,2026-04-29T11:00:00,transshipment
NEW-0195,40,22.8,2026-04-30T08:00:00,transshipment
NEW-0196,20,8.4,2026-04-16T00:00:00,import
NEW-0197,20,20.0,2026-05-03T04:00:00,import
NEW-0198,40,27.9,2026-05-04T20:00:00,export
NEW-0199,20,27.7,2026-04-21T02:00:00,transshipment
NEW-0200,20,8.2,2026-04-22T00:00:00,import
NEW-0201,40,21.6,2026-04-29T03:00:00,export
NEW-0202,20,27.1,2026-04-21T02:00:00,import
NEW-0203,20,29.9,2026-05-07T22:00:00,import
NEW-0204,20,15.0,2026-04-30T22:00:00,transshipment
NEW-0205,40,11.3,2026-05-06T10:00:00,transshipment
NEW-0206,20,27.6,2026-04-18T22:00:00,transshipment
NEW-0207,20,29.0,2026-04-18T08:00:00,transshipment
NEW-0208,40,28.6,2026-04-20T15:00:00,import
NEW-0209,20,23.1,2026-04-23T04:00:00,transshipment
NEW-0210,40,6.7,2026-05-10T05:00:00,export
NEW-0211,20,18.7,2026-04-26T02:00:00,export
NEW-0212,40,16.9,2026-05-06T00:00:00,transshipment
NEW-0213,20,13.0,2026-04-28T20:00:00,transshipment
NEW-0214,40,24.8,2026-05-01T13:00:00,export
NEW-0215,40,27.1,2026-04-24T05:00:00,import
NEW-0216,20,8.2,2026-05-03T00:00:00,transshipment
NEW-0217,40,14.3,2026-04-25T11:00:00,export
NEW-0218,40,5.5,2026-04-15T09:00:00,transshipment
NEW-0219,20,22.5,2026-04-20T05:00:00,transshipment
NEW-0220,40,18.8,2026-04-16T12:00:00,export
NEW-0221,20,23.8,2026-04-30T14:00:00,import
NEW-0222,40,26.3,2026-04-16T03:00:00,import
NEW-0223,40,15.4,2026-05-08T05:00:00,transshipment
NEW-0224,40,19.6,2026-04-27T14:00:00,import
NEW-0225,20,24.4,2026-04-28T02:00:00,transshipment
NEW-0226,40,15.6,2026-04-20T05:00:00,import
NEW-0227,20,27.6,2026-05-03T04:00:00,transshipment
NEW-0228,20,23.8,2026-04-23T19:00:00,export
NEW-0229,40,22.1,2026-05-08T00:00:00,transshipment
NEW-0230,40,27.2,2026-05-06T10:00:00,export
NEW-0231,20,7.8,2026-04-27T08:00:00,export
NEW-0232,20,20.9,2026-05-10T22:00:00,import
NEW-0233,40,15.7,2026-05-02T14:00:00,export
NEW-0234,20,20.2,2026-04-14T12:00:00,import
NEW-0235,40,6.8,2026-04-16T23:00:00,import
NEW-0236,20,23.3,2026-05-07T10:00:00,export
NEW-0237,20,29.8,2026-04-18T09:00:00,import
NEW-0238,20,5.7,2026-05-07T14:00:00,transshipment
NEW-0239,40,27.9,2026-04-25T03:00:00,transshipment
NEW-0240,20,16.9,2026-05-03T11:00:00,export
NEW-0241,40,18.9,2026-04-23T17:00:00,export
NEW-0242,20,23.1,2026-04-18T11:00:00,export
NEW-0243,20,11.4,2026-04-30T21:00:00,export
NEW-0244,40,5.2,2026-05-06T22:00:00,import
NEW-0245,20,22.9,2026-04-30T10:00:00,export
NEW-0246,20,24.0,2026-05-09T15:00:00,export
NEW-0247,40,22.5,2026-05-01T10:00:00,transshipment
NEW-0248,40,24.8,2026-04-22T21:00:00,import
NEW-0249,20,21.2,2026-05-05T17:00:00,transshipment
NEW-0250,20,26.4,2026-04-18T17:00:00,transshipment
NEW-0251,20,11.5,2026-04-20T00:00:00,import
NEW-0252,40,17.1,2026-04-20T12:00:00,import
NEW-0253,40,28.1,2026-05-03T11:00:00,import
NEW-0254,40,9.8,2026-05-10T10:00:00,import
NEW-0255,40,11.6,2026-04-18T05:00:00,import
NEW-0256,40,7.4,2026-05-09T16:00:00,export
NEW-0257,40,28.4,2026-04-16T01:00:00,transshipment
NEW-0258,40,29.4,2026-04-23T14:00:00,import
NEW-0259,20,21.8,2026-04-22T12:00:00,import
NEW-0260,40,26.7,2026-05-09T18:00:00,export
NEW-0261,20,27.5,2026-04-22T10:00:00,import
NEW-0262,40,15.9,2026-04-23T08:00:00,import
NEW-0263,20,22.9,2026-04-22T13:00:00,export
NEW-0264,40,14.9,2026-04-28T05:00:00,import
NEW-0265,40,5.0,2026-04-23T03:00:00,export
NEW-0266,20,8.0,2026-04-17T08:00:00,transshipment
NEW-0267,40,17.9,2026-04-12T01:00:00,export
NEW-0268,40,21.0,2026-04-21T04:00:00,transshipment
NEW-0269,20,29.6,2026-05-08T09:00:00,import
NEW-0270,40,26.7,2026-04-17T12:00:00,export
NEW-0271,20,29.2,2026-05-06T08:00:00,transshipment
NEW-0272,40,16.5,2026-04-13T14:00:00,transshipment
NEW-0273,40,6.0,2026-04-25T10:00:00,export
NEW-0274,40,24.6,2026-05-03T00:00:00,import
NEW-0275,40,22.5,2026-05-08T21:00:00,import
NEW-0276,40,23.6,2026-04-30T16:00:00,export
NEW-0277,40,28.1,2026-04-15T17:00:00,transshipment
NEW-0278,40,15.1,2026-04-23T02:00:00,transshipment
NEW-0279,20,16.3,2026-04-16T22:00:00,transshipment
NEW-0280,40,27.7,2026-04-27T22:00:00,import
NEW-0281,20,19.3,2026-04-16T10:00:00,transshipment
NEW-0282,40,22.8,2026-04-14T01:00:00,import
NEW-0283,20,29.2,2026-04-22T10:00:00,import
NEW-0284,20,25.4,2026-04-17T11:00:00,export
NEW-0285,40,9.6,2026-04-20T10:00:00,export
NEW-0286,40,18.8,2026-05-09T15:00:00,export
NEW-0287,40,15.3,2026-05-03T05:00:00,transshipment
NEW-0288,20,20.9,2026-05-05T05:00:00,export
NEW-0289,40,18.1,2026-04-28T19:00:00,import
NEW-0290,20,29.5,2026-05-02T16:00:00,import
NEW-0291,20,16.7,2026-04-22T12:00:00,import
NEW-0292,40,28.0,2026-04-18T07:00:00,import
NEW-0293,20,8.6,2026-04-18T06:00:00,import
NEW-0294,20,5.1,2026-05-03T03:00:00,import
NEW-0295,40,24.2,2026-04-11T23:00:00,import
NEW-0296,20,23.8,2026-05-06T04:00:00,transshipment
NEW-0297,20,18.6,2026-05-07T21:00:00,export
NEW-0298,20,25.1,2026-05-03T23:00:00,transshipment
NEW-0299,40,29.5,2026-04-21T14:00:00,export
NEW-0300,20,13.6,2026-04-19T11:00:00,transshipment
NEW-0301,20,27.7,2026-05-02T02:00:00,import
NEW-0302,20,6.1,2026-04-11T22:00:00,transshipment
NEW-0303,40,21.1,2026-04-21T00:00:00,transshipment
NEW-0304,40,12.9,2026-05-04T16:00:00,transshipment
NEW-0305,20,26.5,2026-05-09T16:00:00,transshipment
NEW-0306,20,27.0,2026-05-04T04:00:00,transshipment
NEW-0307,20,16.7,2026-04-11T20:00:00,transshipment
NEW-0308,20,5.9,2026-05-08T07:00:00,import
NEW-0309,40,26.1,2026-04-25T09:00:00,transshipment
NEW-0310,20,21.1,2026-04-28T21:00:00,transshipment
NEW-0311,20,5.2,2026-05-05T21:00:00,transshipment
NEW-0312,20,26.4,2026-04-17T00:00:00,export
NEW-0313,40,20.8,2026-04-25T20:00:00,import
NEW-0314,20,15.6,2026-05-10T02:00:00,export
NEW-0315,20,29.2,2026-05-03T18:00:00,transshipment
NEW-0316,20,25.5,2026-04-18T08:00:00,export
NEW-0317,20,28.3,2026-05-10T10:00:00,transshipment
NEW-0318,20,12.6,2026-05-10T05:00:00,transshipment
NEW-0319,40,21.6,2026-05-09T01:00:00,transshipment
NEW-0320,20,23.7,2026-04-30T04:00:00,transshipment
NEW-0321,40,27.4,2026-04-29T14:00:00,import
NEW-0322,40,20.1,2026-04-25T08:00:00,import
NEW-0323,20,9.1,2026-04-27T23:00:00,import
NEW-0324,20,23.3,2026-05-04T14:00:00,transshipment
NEW-0325,40,25.2,2026-04-22T12:00:00,export
NEW-0326,20,16.3,2026-04-23T10:00:00,import
NEW-0327,20,27.9,2026-04-18T16:00:00,transshipment
NEW-0328,20,14.0,2026-05-09T01:00:00,import
NEW-0329,40,5.3,2026-04-21T01:00:00,export
NEW-0330,40,14.4,2026-04-17T13:00:00,export
NEW-0331,40,15.0,2026-04-27T12:00:00,import
NEW-0332,20,12.4,2026-04-15T20:00:00,export
NEW-0333,20,14.6,2026-05-03T06:00:00,export
NEW-0334,20,16.8,2026-04-12T00:00:00,import
NEW-0335,40,29.8,2026-05-04T05:00:00,export
NEW-0336,40,27.9,2026-05-04T11:00:00,transshipment
NEW-0337,40,10.3,2026-04-16T07:00:00,import
NEW-0338,40,28.8,2026-05-07T04:00:00,export
NEW-0339,40,23.4,2026-04-23T16:00:00,transshipment
NEW-0340,40,25.7,2026-05-02T01:00:00,import
NEW-0341,40,25.6,2026-04-25T01:00:00,export
NEW-0342,40,17.3,2026-04-26T06:00:00,transshipment
NEW-0343,20,9.0,2026-05-04T10:00:00,import
NEW-0344,40,10.8,2026-05-08T12:00:00,import
NEW-0345,40,21.8,2026-04-26T10:00:00,transshipment
NEW-0346,40,16.4,2026-05-03T14:00:00,import
NEW-0347,20,6.5,2026-05-02T09:00:00,export
NEW-0348,40,12.7,2026-04-16T16:00:00,transshipment
NEW-0349,40,11.8,2026-04-11T16:00:00,export
NEW-0350,40,16.1,2026-04-23T18:00:00,import
NEW-0351,20,27.5,2026-05-07T09:00:00,export
NEW-0352,40,12.5,2026-04-18T17:00:00,transshipment
NEW-0353,20,15.5,2026-05-09T09:00:00,import
NEW-0354,20,24.0,2026-04-22T09:00:00,export
NEW-0355,20,13.6,2026-04-19T05:00:00,export
NEW-0356,40,21.9,2026-05-04T21:00:00,export
NEW-0357,20,26.3,2026-04-17T05:00:00,import
NEW-0358,20,5.3,2026-05-09T16:00:00,import
NEW-0359,20,16.0,2026-04-27T18:00:00,transshipment
NEW-0360,20,6.9,2026-04-11T23:00:00,import
NEW-0361,20,26.7,2026-04-15T13:00:00,export
NEW-0362,40,6.3,2026-05-05T01:00:00,export
NEW-0363,40,9.0,2026-05-03T14:00:00,import
NEW-0364,40,16.7,2026-05-09T02:00:00,transshipment
NEW-0365,40,5.7,2026-04-16T07:00:00,export
NEW-0366,20,20.9,2026-04-12T18:00:00,transshipment
NEW-0367,40,23.6,2026-04-13T11:00:00,transshipment
NEW-0368,40,15.3,2026-04-17T23:00:00,import
NEW-0369,40,18.2,2026-04-24T12:00:00,import
NEW-0370,20,25.7,2026-04-26T07:00:00,import
NEW-0371,40,6.3,2026-04-15T13:00:00,transshipment
NEW-0372,40,18.1,2026-04-29T05:00:00,transshipment
NEW-0373,40,26.0,2026-04-20T09:00:00,import
NEW-0374,40,17.8,2026-05-06T22:00:00,export
NEW-0375,20,15.8,2026-04-15T08:00:00,transshipment
NEW-0376,20,12.4,2026-05-02T09:00:00,transshipment
NEW-0377,40,19.6,2026-04-17T09:00:00,transshipment
NEW-0378,20,24.9,2026-05-03T04:00:00,export
NEW-0379,20,9.5,2026-04-21T21:00:00,export
NEW-0380,20,10.4,2026-05-10T18:00:00,transshipment
NEW-0381,20,20.9,2026-05-01T01:00:00,export
NEW-0382,40,28.7,2026-04-14T17:00:00,export
NEW-0383,40,25.2,2026-05-10T05:00:00,import
NEW-0384,40,5.1,2026-04-17T06:00:00,import
NEW-0385,40,17.1,2026-04-24T08:00:00,import
NEW-0386,20,10.1,2026-05-10T12:00:00,export
NEW-0387,40,23.2,2026-04-15T21:00:00,import
NEW-0388,20,12.5,2026-04-24T19:00:00,import
NEW-0389,40,7.0,2026-04-24T20:00:00,import
NEW-0390,20,28.9,2026-05-01T22:00:00,transshipment
NEW-0391,20,20.8,2026-04-28T11:00:00,export
NEW-0392,40,7.7,2026-05-01T12:00:00,export
NEW-0393,20,27.0,2026-04-23T06:00:00,import
NEW-0394,40,11.9,2026-04-29T15:00:00,transshipment
NEW-0395,20,23.2,2026-04-20T13:00:00,transshipment
NEW-0396,40,21.2,2026-05-06T15:00:00,import
NEW-0397,40,21.7,2026-04-16T22:00:00,transshipment
NEW-0398,40,18.6,2026-05-02T00:00:00,export
NEW-0399,40,18.9,2026-04-19T04:00:00,export
NEW-0400,40,19.5,2026-05-04T15:00:00,import
NEW-0401,20,19.8,2026-05-07T21:00:00,export
NEW-0402,20,28.7,2026-04-28T12:00:00,import
NEW-0403,40,23.6,2026-05-07T19:00:00,transshipment
NEW-0404,20,12.3,2026-04-11T05:00:00,import
NEW-0405,40,13.0,2026-04-12T08:00:00,export
NEW-0406,20,14.2,2026-05-01T14:00:00,export
NEW-0407,20,23.8,2026-05-03T13:00:00,transshipment
NEW-0408,20,12.4,2026-05-06T15:00:00,import
NEW-0409,40,28.2,2026-04-27T03:00:00,import
NEW-0410,20,12.3,2026-04-22T18:00:00,transshipment
NEW-0411,20,22.3,2026-05-05T20:00:00,export
NEW-0412,20,22.8,2026-05-02T01:00:00,import
NEW-0413,20,22.5,2026-04-26T18:00:00,transshipment
NEW-0414,40,17.9,2026-05-01T10:00:00,export
NEW-0415,40,18.1,2026-04-13T17:00:00,import
NEW-0416,40,22.5,2026-04-13T02:00:00,export
NEW-0417,40,20.7,2026-04-19T20:00:00,import
NEW-0418,40,15.7,2026-04-17T21:00:00,export
NEW-0419,20,18.1,2026-04-26T06:00:00,export
NEW-0420,20,25.1,2026-05-10T14:00:00,export
NEW-0421,40,8.4,2026-04-14T18:00:00,export
NEW-0422,40,13.0,2026-05-09T13:00:00,export
NEW-0423,40,24.7,2026-05-10T11:00:00,export
NEW-0424,40,12.1,2026-04-21T14:00:00,transshipment
NEW-0425,40,6.7,2026-04-30T08:00:00,import
NEW-0426,20,11.4,2026-05-03T15:00:00,transshipment
NEW-0427,20,14.3,2026-04-28T03:00:00,export
NEW-0428,40,13.6,2026-04-24T08:00:00,import
NEW-0429,20,26.6,2026-04-28T15:00:00,export
NEW-0430,40,16.0,2026-04-21T16:00:00,transshipment
NEW-0431,40,14.9,2026-05-04T23:00:00,transshipment
NEW-0432,40,6.0,2026-04-22T16:00:00,transshipment
NEW-0433,40,8.3,2026-04-28T12:00:00,export
NEW-0434,20,5.5,2026-04-21T01:00:00,transshipment
NEW-0435,20,19.1,2026-04-26T11:00:00,export
NEW-0436,40,9.7,2026-05-06T11:00:00,transshipment
NEW-0437,40,15.7,2026-04-19T06:00:00,export
NEW-0438,40,24.6,2026-04-24T22:00:00,transshipment
NEW-0439,40,9.3,2026-05-01T01:00:00,import
NEW-0440,20,9.7,2026-04-16T12:00:00,transshipment
NEW-0441,40,7.3,2026-04-25T13:00:00,export
NEW-0442,40,23.5,2026-05-03T15:00:00,transshipment
NEW-0443,40,13.7,2026-04-28T16:00:00,export
NEW-0444,20,29.9,2026-04-29T07:00:00,import
NEW-0445,20,23.7,2026-05-10T21:00:00,export
NEW-0446,40,27.1,2026-04-23T05:00:00,export
NEW-0447,20,7.7,2026-05-05T14:00:00,import
NEW-0448,40,28.6,2026-05-10T06:00:00,export
NEW-0449,20,11.2,2026-04-17T14:00:00,export
NEW-0450,20,21.1,2026-04-30T10:00:00,import
NEW-0451,20,26.0,2026-04-23T03:00:00,transshipment
NEW-0452,20,18.0,2026-05-05T18:00:00,transshipment
NEW-0453,20,19.4,2026-04-11T02:00:00,import
NEW-0454,20,29.8,2026-04-11T02:00:00,import
NEW-0455,40,6.0,2026-04-22T01:00:00,import
NEW-0456,40,27.5,2026-04-27T19:00:00,import
NEW-0457,40,28.1,2026-05-06T20:00:00,export
NEW-0458,40,19.9,2026-04-23T03:00:00,import
NEW-0459,40,7.2,2026-04-28T22:00:00,import
NEW-0460,40,6.3,2026-05-03T17:00:00,export
NEW-0461,40,27.3,2026-04-29T08:00:00,transshipment
NEW-0462,20,11.0,2026-04-20T18:00:00,transshipment
NEW-0463,40,19.7,2026-04-23T12:00:00,transshipment
NEW-0464,20,14.3,2026-05-06T08:00:00,import
NEW-0465,20,14.9,2026-05-03T11:00:00,import
NEW-0466,40,17.6,2026-04-19T01:00:00,export
NEW-0467,40,19.2,2026-04-19T10:00:00,import
NEW-0468,40,8.6,2026-04-14T03:00:00,import
NEW-0469,20,28.8,2026-04-26T19:00:00,transshipment
NEW-0470,40,17.2,2026-05-07T06:00:00,export
NEW-0471,20,23.2,2026-05-06T17:00:00,import
NEW-0472,40,16.8,2026-05-01T19:00:00,transshipment
NEW-0473,20,24.0,2026-04-25T22:00:00,transshipment
NEW-0474,40,8.3,2026-04-14T04:00:00,import
NEW-0475,40,17.8,2026-04-22T19:00:00,export
NEW-0476,40,19.8,2026-04-19T20:00:00,transshipment
NEW-0477,20,16.1,2026-05-09T00:00:00,import
NEW-0478,20,9.5,2026-05-07T09:00:00,export
NEW-0479,40,14.1,2026-05-09T17:00:00,transshipment
NEW-0480,20,13.9,2026-04-26T21:00:00,export
NEW-0481,20,13.1,2026-05-01T22:00:00,export
