id,size,weight,departure_time,type
NEW-0135,40,17.3,2026-05-05T12:00:00,export
NEW-0136,20,28.6,2026-04-27T05:00:00,transshipment
NEW-0137,40,23.9,2026-04-14T09:00:00,export
NEW-0138,20,7.8,2026-05-06T01:00:00,export
NEW-0139,40,25.3,2026-04-28T05:00:00,transshipment
NEW-0140,20,22.9,2026-04-16T07:00:00,import
NEW-0141,20,12.2,2026-04-12T14:00:00,export
NEW-0142,40,11.7,2026-04-16T10:00:00,export
NEW-0143,40,18.8,2026-04-18T20:00:00,transshipment
NEW-0144,40,28.4,2026-04-29T21:00:00,export
NEW-0145,20,15.8,2026-05-04T09:00:00,transshipment
NEW-0146,40,6.6,2026-04-29T22:00:00,export
NEW-0147,20,5.3,2026-04-21T13:00:00,export
NEW-0148,20,24.1,2026-04-26T21:00:00,import
NEW-0149,20,7.7,2026-05-02T04:00:00,export
NEW-0150,40,26.5,2026-04-21T18:00:00,transshipment
NEW-0151,20,6.2,2026-04-15T14:00:00,import
NEW-0152,40,23.8,2026-05-08T05:00:00,export
NEW-0153,20,23.8,2026-04-17T09:00:00,transshipment
NEW-0154,40,17.9,2026-05-06T10:00:00,export
NEW-0155,20,19.7,2026-04-23T02:00:00,export
NEW-0156,20,19.3,2026-04-21T20:00:00,import
NEW-0157,40,10.4,2026-04-26T08:00:00,transshipment
NEW-0158,20,20.4,2026-04-14T08:00:00,import
NEW-0159,40,20.4,2026-04-26T06:00:00,import
NEW-0160,40,11.4,2026-04-21T10:00:00,export
NEW-0161,20,25.0,2026-04-22T20:00:00,import
NEW-0162,40,18.8,2026-04-17T17:00:00,import
NEW-0163,40,18.5,2026-04-11T18:00:00,import
NEW-0164,20,21.9,2026-04-11T13:00:00,import
NEW-0165,40,15.8,2026-05-09T06:00:00,export
NEW-0166,20,23.6,2026-05-02T09:00:00,export
NEW-0167,40,25.0,2026-05-02T02:00:00,export
NEW-0168,20,16.0,2026-05-05T03:00:00,transshipment
NEW-0169,40,20.9,2026-05-09T05:00:00,export
NEW-0170,20,13.4,2026-04-19T16:00:00,import
NEW-0171,40,8.6,2026-04-18T03:00:00,export
NEW-0172,40,27.9,2026-04-24T00:00:00,export
NEW-0173,40,18.8,2026-04-16T15:00:00,import
NEW-0174,20,25.8,2026-04-18T20:00:00,transshipment
NEW-0175,40,25.3,2026-05-10T14:00:00,export
NEW-0176,20,19.6,2026-04-12T21:00:00,export
NEW-0177,40,19.6,2026-05-09T22:00:00,import
NEW-0178,20,5.5,2026-05-01T04:00:00,transshipment
NEW-0179,40,9.9,2026-04-21T03:00:00,export
NEW-0180,20,13.3,2026-04-20T16:00:00,transshipment
NEW-0181,20,5.7,2026-04-13T07:00:00,import
NEW-0182,20,18.5,2026-04-28T19:00:00,export
NEW-0183,40,28.1,2026-04-26T11:00:00,import
NEW-0184,20,8.3,2026-04-12T15:00:00,transshipment
NEW-0185,40,9.2,2026-05-06T04:00:00,export
NEW-0186,40,9.3,2026-05-07T22:00:00,import
NEW-0187,40,8.8,2026-05-06T19:00:00,transshipment
NEW-0188,40,16.1,2026-04-25T00:00:00,transshipment
NEW-0189,40,25.0,2026-04-16T06:00:00,export
NEW-0190,20,26.1,2026-05-02T02:00:00,transshipment
NEW-0191,40,24.9,2026-04-24T01:00:00,export
NEW-0192,40,8.9,2026-04-12T17:00:00,transshipment
NEW-0193,20,6.9,2026-04-16T00:00:00,export
NEW-0194,40,7.3,2026-05-03T05:00:00,transshipment
NEW-0195,20,29.4,2026-05-02T06:00:00,export
NEW-0196,40,21.0,2026-04-18T22:00:00,export
NEW-0197,20,8.9,2026-05-04T18:00:00,transshipment
NEW-0198,40,8.1,2026-04-15T16:00:00,import
NEW-0199,40,25.7,2026-04-17T15:00:00,export
NEW-0200,20,24.9,2026-04-29T09:00:00,export
NEW-0201,40,8.8,2026-04-27T09:00:00,import
NEW-0202,20,6.8,2026-04-13T01:00:00,export
NEW-0203,20,16.3,2026-05-03T09:00:00,transshipment
NEW-0204,40,9.7,2026-04-27T11:00:00,export
NEW-0205,40,14.1,2026-04-18T01:00:00,export
NEW-0206,40,24.4,2026-05-05T09:00:00,import
NEW-0207,20,14.8,2026-04-12T12:00:00,export
NEW-0208,40,25.0,2026-04-16T18:00:00,transshipment
NEW-0209,40,7.8,2026-05-08T10:00:00,transshipment
NEW-0210,40,17.2,2026-04-17T22:00:00,import
NEW-0211,20,20.4,2026-04-14T09:00:00,export
NEW-0212,20,6.1,2026-05-02T15:00:00,transshipment
NEW-0213,20,20.5,2026-04-16T06:00:00,transshipment
NEW-0214,40,17.2,2026-04-15T09:00:00,import
NEW-0215,20,7.5,2026-04-25T18:00:00,import
NEW-0216,20,20.6,2026-05-05T14:00:00,transshipment
NEW-0217,40,15.9,2026-05-06T22:00:00,import
NEW-0218,20,16.9,2026-05-04T03:00:00,import
NEW-0219,40,12.2,2026-04-18T01:00:00,transshipment
NEW-0220,40,14.1,2026-04-11T17:00:00,transshipment
NEW-0221,40,11.6,2026-05-02T17:00:00,transshipment
NEW-0222,20,26.2,2026-04-22T16:00:00,import
NEW-0223,20,19.0,2026-05-10T06:00:00,import
NEW-0224,40,18.6,2026-04-30T14:00:00,export
NEW-0225,20,18.7,2026-04-19T23:00:00,export
NEW-0226,40,19.8,2026-04-12T17:00:00,transshipment
NEW-0227,40,7.9,2026-04-11T10:00:00,transshipment
NEW-0228,40,12.2,2026-05-10T15:00:00,export
NEW-0229,40,12.0,2026-05-07T09:00:00,export
NEW-0230,40,22.0,2026-04-12T14:00:00,transshipment
NEW-0231,40,7.8,2026-04-22T19:00:00,transshipment
NEW-0232,40,16.2,2026-04-18T04:00:00,transshipment
NEW-0233,40,29.2,2026-05-08T06:00:00,export
NEW-0234,40,21.7,2026-04-15T12:00:00,export
NEW-0235,40,5.6,2026-04-29T04:00:00,import
NEW-0236,20,11.1,2026-04-25T00:00:00,transshipment
NEW-0237,20,8.1,2026-04-18T04:00:00,transshipment
NEW-0238,40,11.0,2026-05-04T15:00:00,transshipment
NEW-0239,40,21.8,2026-05-07T22:00:00,export
NEW-0240,40,15.2,2026-05-10T07:00:00,export
NEW-0241,20,20.4,2026-04-12T19:00:00,export
NEW-0242,40,14.6,2026-04-17T12:00:00,import
NEW-0243,40,21.0,2026-04-15T09:00:00,export
NEW-0244,20,23.6,2026-04-18T23:00:00,export
NEW-0245,40,28.5,2026-05-05T03:00:00,import
NEW-0246,20,7.6,2026-04-17T23:00:00,transshipment
NEW-0247,20,16.0,2026-04-25T12:00:00,transshipment
NEW-0248,40,5.4,2026-05-10T08:00:00,transshipment
NEW-0249,40,8.1,2026-04-15T05:00:00,import
NEW-0250,40,5.3,2026-04-27T00:00:00,import
NEW-0251,40,20.8,2026-04-21T17:00:00,export
NEW-0252,40,6.9,2026-04-16T01:00:00,export
NEW-0253,40,22.7,2026-05-04T11:00:00,transshipment
NEW-0254,40,28.7,2026-04-15T05:00:00,import
NEW-0255,40,11.8,2026-04-27T18:00:00,export
NEW-0256,40,5.4,2026-04-30T01:00:00,transshipment
NEW-0257,40,19.6,2026-04-26T12:00:00,export
NEW-0258,40,11.1,2026-04-11T13:00:00,transshipment
NEW-0259,20,27.3,2026-04-17T15:00:00,transshipment
NEW-0260,40,18.8,2026-05-03T09:00:00,transshipment
NEW-0261,20,12.1,2026-04-19T10:00:00,transshipment
NEW-0262,20,13.3,2026-05-03T14:00:00,export
NEW-0263,40,19.6,2026-05-10T11:00:00,export
NEW-0264,40,20.5,2026-05-05T00:00:00,transshipment
NEW-0265,40,9.3,2026-04-23T10:00:00,export
NEW-0266,20,26.8,2026-05-05T18:00:00,export
NEW-0267,20,6.5,2026-05-04T10:00:00,transshipment
NEW-0268,40,21.8,2026-04-30T20:00:00,import
NEW-0269,40,21.2,2026-05-09T07:00:00,export
NEW-0270,40,29.1,2026-04-15T16:00:00,import
NEW-0271,40,9.8,2026-04-30T21:00:00,export
NEW-0272,40,16.7,2026-04-29T22:00:00,import
NEW-0273,40,26.1,2026-04-15T14:00:00,export
NEW-0274,20,9.2,2026-05-05T16:00:00,import
NEW-0275,20,13.8,2026-04-18T15:00:00,export
NEW-0276,20,24.9,2026-05-09T12:00:00,import
NEW-0277,40,19.0,2026-04-25T23:00:00,import
NEW-0278,20,15.1,2026-05-02T09:00:00,transshipment
NEW-0279,20,28.2,2026-04-17T08:00:00,import
NEW-0280,40,23.3,2026-04-11T04:00:00,import
NEW-0281,20,10.8,2026-05-07T20:00:00,export
NEW-0282,20,15.9,2026-04-30T09:00:00,transshipment
NEW-0283,40,18.1,2026-04-26T01:00:00,transshipment
NEW-0284,40,21.4,2026-05-06T22:00:00,export
NEW-0285,40,10.3,2026-05-10T07:00:00,transshipment
NEW-0286,20,11.9,2026-04-23T19:00:00,export
NEW-0287,20,13.1,2026-04-14T15:00:00,transshipment
NEW-0288,20,21.0,2026-05-06T10:00:00,transshipment
NEW-0289,40,9.5,2026-04-12T20:00:00,transshipment
NEW-0290,40,14.3,2026-04-12T06:00:00,export
NEW-0291,40,24.5,2026-05-04T16:00:00,export
NEW-0292,20,7.9,2026-04-30T03:00:00,transshipment
NEW-0293,20,23.6,2026-04-14T14:00:00,import
NEW-0294,20,6.6,2026-04-25T16:00:00,import
NEW-0295,20,10.4,2026-04-28T08:00:00,export
NEW-0296,40,9.9,2026-05-06T23:00:00,export
NEW-0297,20,7.8,2026-04-25T00:00:00,export
NEW-0298,20,12.4,2026-04-11T16:00:00,transshipment
NEW-0299,20,16.0,2026-04-13T08:00:00,export
NEW-0300,20,23.4,2026-04-29T21:00:00,export
NEW-0301,40,13.3,2026-05-04T06:00:00,export
NEW-0302,20,17.2,2026-04-30T12:00:00,transshipment
NEW-0303,20,24.0,2026-04-28T08:00:00,import
NEW-0304,40,13.5,2026-04-28T12:00:00,transshipment
NEW-0305,20,8.3,2026-05-10T06:00:00,export
NEW-0306,20,12.0,2026-04-16T05:00:00,export
NEW-0307,20,27.0,2026-04-28T08:00:00,export
NEW-0308,40,9.1,2026-05-07T21:00:00,transshipment
NEW-0309,20,14.2,2026-04-15T07:00:00,transshipment
NEW-0310,20,8.9,2026-04-12T23:00:00,transshipment
NEW-0311,20,8.2,2026-04-22T04:00:00,transshipment
NEW-0312,20,15.5,2026-04-30T10:00:00,import
NEW-0313,20,20.1,2026-05-03T21:00:00,export
NEW-0314,40,29.1,2026-04-18T04:00:00,transshipment
NEW-0315,40,7.7,2026-05-07T22:00:00,transshipment
NEW-0316,20,28.5,2026-04-20T22:00:00,transshipment
NEW-0317,40,23.1,2026-04-15T15:00:00,export
NEW-0318,20,21.7,2026-04-27T04:00:00,import
NEW-0319,40,21.4,2026-05-02T02:00:00,transshipment
NEW-0320,20,8.8,2026-05-09T18:00:00,export
NEW-0321,20,19.2,2026-05-09T13:00:00,export
NEW-0322,40,30.0,2026-04-27T03:00:00,export
NEW-0323,20,19.5,2026-05-02T07:00:00,import
NEW-0324,20,15.0,2026-05-01T11:00:00,transshipment
NEW-0325,40,20.9,2026-04-16T07:00:00,transshipment
NEW-0326,20,19.9,2026-04-12T23:00:00,export
NEW-0327,40,6.7,2026-04-14T07:00:00,export
NEW-0328,40,21.4,2026-04-25T13:00:00,transshipment
NEW-0329,40,6.5,2026-04-27T19:00:00,export
NEW-0330,40,5.7,2026-05-08T23:00:00,import
NEW-0331,40,10.9,2026-04-20T19:00:00,import
NEW-0332,40,29.9,2026-04-21T22:00:00,import
NEW-0333,20,5.1,2026-05-05T18:00:00,import
NEW-0334,40,27.2,2026-04-16T23:00:00,import
NEW-0335,40,27.3,2026-04-11T06:00:00,transshipment
NEW-0336,20,12.9,2026-05-10T21:00:00,transshipment
NEW-0337,40,19.3,2026-04-19T09:00:00,export
NEW-0338,40,14.8,2026-04-14T23:00:00,transshipment
NEW-0339,40,23.0,2026-05-07T01:00:00,import
NEW-0340,20,11.1,2026-05-01T12:00:00,export
NEW-0341,40,18.1,2026-04-11T02:00:00,transshipment
NEW-0342,40,29.0,2026-04-14T23:00:00,transshipment
NEW-0343,40,22.6,2026-05-07T14:00:00,transshipment
NEW-0344,40,24.0,2026-05-05T18:00:00,export
NEW-0345,20,9.7,2026-04-27T08:00:00,import
NEW-0346,40,15.3,2026-04-29T17:00:00,import
NEW-0347,20,25.6,2026-04-19T00:00:00,export
NEW-0348,20,25.3,2026-04-27T02:00:00,export
NEW-0349,40,23.2,2026-04-14T15:00:00,transshipment
NEW-0350,40,17.0,2026-04-29T08:00:00,transshipment
NEW-0351,40,15.9,2026-04-20T08:00:00,import
NEW-0352,20,26.0,2026-04-26T03:00:00,import
NEW-0353,20,17.4,2026-05-01T02:00:00,transshipment
NEW-0354,20,15.5,2026-04-12T02:00:00,export
NEW-0355,40,28.9,2026-05-02T06:00:00,import
NEW-0356,40,7.1,2026-05-08T20:00:00,transshipment
NEW-0357,40,22.9,2026-04-22T10:00:00,transshipment
NEW-0358,40,14.7,2026-05-06T14:00:00,export
NEW-0359,20,17.9,2026-04-22T08:00:00,export
NEW-0360,20,5.9,2026-04-26T07:00:00,transshipment
NEW-0361,20,9.2,2026-04-20T18:00:00,import
NEW-0362,20,10.3,2026-05-02T07:00:00,transshipment
NEW-0363,40,7.3,2026-04-18T11:00:00,transshipment
NEW-0364,20,15.7,2026-04-11T14:00:00,import
NEW-0365,40,16.8,2026-04-11T11:00:00,transshipment
NEW-0366,20,19.9,2026-04-13T23:00:00,transshipment
NEW-0367,20,7.4,2026-04-17T14:00:00,transshipment
NEW-0368,40,21.6,2026-04-12T17:00:00,import
NEW-0369,40,6.1,2026-04-22T06:00:00,transshipment
NEW-0370,40,17.1,2026-04-22T02:00:00,export
NEW-0371,20,19.4,2026-04-22T07:00:00,export
NEW-0372,40,28.7,2026-04-24T19:00:00,transshipment
NEW-0373,40,28.3,2026-05-01T23:00:00,import
NEW-0374,20,29.5,2026-04-20T20:00:00,export
NEW-0375,20,27.8,2026-04-14T17:00:00,transshipment
NEW-0376,40,19.1,2026-04-23T14:00:00,import
NEW-0377,40,26.3,2026-05-07T19:00:00,export
NEW-0378,20,16.6,2026-05-08T11:00:00,export
NEW-0379,20,29.7,2026-04-20T00:00:00,import
NEW-0380,40,9.1,2026-05-10T05:00:00,import
NEW-0381,40,5.4,2026-05-05T15:00:00,export
NEW-0382,20,22.5,2026-05-08T09:00:00,import
NEW-0383,20,21.5,2026-04-18T03:00:00,import
NEW-0384,40,11.4,2026-04-19T00:00:00,export
NEW-0385,40,16.2,2026-05-10T10:00:00,transshipment
NEW-0386,40,29.1,2026-04-28T03:00:00,import
NEW-0387,40,18.4,2026-05-01T00:00:00,export
NEW-0388,20,16.1,2026-04-16T03:00:00,import
NEW-0389,40,17.2,2026-05-09T21:00:00,transshipment
NEW-0390,40,8.2,2026-04-14T05:00:00,export
NEW-0391,40,16.3,2026-04-24T22:00:00,export
NEW-0392,40,15.5,2026-04-24T11:00:00,import
NEW-0393,40,16.4,2026-05-03T18:00:00,import
NEW-0394,20,20.3,2026-04-12T06:00:00,transshipment
NEW-0395,40,12.3,2026-05-05T17:00:00,import
NEW-0396,20,8.9,2026-05-04T06:00:00,export
NEW-0397,20,10.8,2026-04-25T09:00:00,transshipment
NEW-0398,20,13.2,2026-04-21T15:00:00,import
NEW-0399,20,13.8,2026-05-03T20:00:00,import
NEW-0400,40,12.9,2026-05-07T05:00:00,transshipment
NEW-0401,20,9.3,2026-04-27T12:00:00,import
NEW-0402,40,8.5,2026-05-01T04:00:00,transshipment
NEW-0403,20,11.4,2026-05-02T23:00:00,transshipment
NEW-0404,40,12.9,2026-04-14T09:00:00,transshipment
NEW-0405,40,10.2,2026-04-28T17:00:00,import
NEW-0406,40,11.1,2026-04-14T22:00:00,export
NEW-0407,20,29.2,2026-05-06T16:00:00,transshipment
NEW-0408,20,13.1,2026-04-24T08:00:00,export
NEW-0409,20,19.6,2026-04-29T07:00:00,transshipment
NEW-0410,40,7.7,2026-04-22T01:00:00,export
NEW-0411,20,11.3,2026-05-03T12:00:00,export
NEW-0412,20,15.4,2026-04-21T03:00:00,export
NEW-0413,40,11.2,2026-05-10T22:00:00,import
NEW-0414,20,20.3,2026-05-07T19:00:00,import
NEW-0415,20,11.0,2026-04-25T06:00:00,transshipment
NEW-0416,20,29.0,2026-04-28T11:00:00,transshipment
NEW-0417,20,29.1,2026-05-03T11:00:00,transshipment
NEW-0418,20,27.2,2026-04-25T11:00:00,transshipment
NEW-0419,40,22.5,2026-04-26T18:00:00,transshipment
NEW-0420,20,22.6,2026-05-02T07:00:00,export
NEW-0421,40,12.7,2026-04-30T11:00:00,export
NEW-0422,20,25.2,2026-04-17T22:00:00,transshipment
NEW-0423,40,26.4,2026-05-02T01:00:00,export
NEW-0424,40,17.3,2026-05-02T13:00:00,export
NEW-0425,20,5.7,2026-05-08T08:00:00,export
NEW-0426,20,15.8,2026-05-06T09:00:00,export
NEW-0427,40,5.8,2026-05-01T02:00:00,import
NEW-0428,40,10.1,2026-04-12T07:00:00,import
NEW-0429,20,16.3,2026-04-21T02:00:00,export
NEW-0430,40,5.3,2026-04-27T09:00:00,export
NEW-0431,20,29.9,2026-04-26T10:00:00,export
NEW-0432,40,27.0,2026-04-29T05:00:00,transshipment
NEW-0433,20,16.0,2026-04-15T22:00:00,export
NEW-0434,40,28.2,2026-05-04T16:00:00,export
NEW-0435,40,26.3,2026-04-13T22:00:00,import
NEW-0436,20,12.1,2026-05-03T08:00:00,import
NEW-0437,40,21.7,2026-04-19T22:00:00,export
NEW-0438,20,26.1,2026-04-28T05:00:00,transshipment
NEW-0439,40,9.5,2026-04-30T15:00:00,export
NEW-0440,20,5.9,2026-04-15T11:00:00,import
NEW-0441,20,15.7,2026-04-30T00:00:00,transshipment
NEW-0442,20,23.1,2026-05-09T14:00:00,transshipment
NEW-0443,40,24.6,2026-04-13T08:00:00,export
NEW-0444,40,6.2,2026-05-01T12:00:00,import
NEW-0445,20,17.4,2026-04-13T18:00:00,transshipment
NEW-0446,40,14.8,2026-05-07T13:00:00,import
NEW-0447,40,12.0,2026-04-12T22:00:00,import
NEW-0448,20,29.4,2026-05-06T17:00:00,export
NEW-0449,40,22.0,2026-04-25T00:00:00,transshipment
NEW-0450,20,24.7,2026-04-17T09:00:00,export
NEW-0451,40,9.8,2026-04-12T11:00:00,export
NEW-0452,20,27.4,2026-04-15T21:00:00,transshipment
NEW-0453,20,7.5,2026-04-17T03:00:00,transshipment
NEW-0454,40,22.9,2026-05-09T03:00:00,transshipment
NEW-0455,40,16.9,2026-04-20T00:00:00,import
NEW-0456,20,22.6,2026-05-08T07:00:00,export
NEW-0457,20,17.2,2026-04-18T10:00:00,import
NEW-0458,20,18.1,2026-04-28T08:00:00,transshipment
NEW-0459,40,26.7,2026-04-30T21:00:00,export
NEW-0460,40,20.1,2026-04-27T16:00:00,import
NEW-0461,40,7.1,2026-04-25T18:00:00,import
NEW-0462,20,21.3,2026-04-21T19:00:00,export
NEW-0463,20,28.7,2026-04-25T21:00:00,transshipment
NEW-0464,20,26.5,2026-04-23T21:00:00,import
NEW-0465,20,14.1,2026-04-14T17:00:00,export
NEW-0466,20,8.4,2026-05-03T08:00:00,export
NEW-0467,20,27.1,2026-04-24T04:00:00,transshipment
NEW-0468,20,10.3,2026-04-30T15:00:00,transshipment
NEW-0469,40,9.3,2026-04-25T00:00:00,transshipment
NEW-0470,40,21.3,2026-04-15T03:00:00,export
NEW-0471,40,17.7,2026-04-17T17:00:00,transshipment
NEW-0472,20,24.0,2026-04-19T16:00:00,export
NEW-0473,40,28.3,2026-04-28T10:00:00,transshipment
NEW-0474,40,5.8,2026-04-19T08:00:00,transshipment
NEW-0475,40,29.8,2026-04-11T15:00:00,export
NEW-0476,40,16.2,2026-04-27T05:00:00,import
NEW-0477,20,6.0,2026-04-27T19:00:00,transshipment
NEW-0478,20,28.4,2026-04-27T17:00:00,export
NEW-0479,40,15.9,2026-04-28T14:00:00,transshipment
NEW-0480,40,18.3,2026-04-13T12:00:00,transshipment
