id,size,weight,departure_time,type,slot
TLLU5447235,20.0,11.54,2026-03-18T12:00:00,import,
MSCU8190539,40.0,17.32,2026-03-14T20:00:00,export,
CMAU2028399,20.0,,2026-03-15T08:00:00,export,
CMAU8310365,40.0,12.47,2026-03-07T06:00:00,transshipment,
CMAU0825156,40.0,19.33,2026-03-09T20:00:00,export,
TCKU2895821,20.0,20.59,2026-03-19T22:00:00,import,
TLLU2665511,40.0,25.3,2026-03-19T14:00:00,transshipment,
MSCU1010828,40.0,69.37,2026-03-07T20:00:00,transshipment,
TLLU8891230,20.0,22.99,2026-03-21T18:00:00,export,
MSCU4863670,40.0,59.1,2026-03-16T20:00:00,import,
MRKU5419737,20.0,-0.73,2026-03-09T20:00:00,import,
TLLU8106765,40.0,18.91,2026-03-07T10:00:00,import,
TLLU0193429,40.0,11.71,2026-03-11T18:00:00,import,
MSCU0068243,40.0,15.74,2026-03-20T08:00:00,export,
TLLU1297124,20.0,27.25,2026-03-19T10:00:00,import,
TCKU8369632,40.0,19.74,2026-03-16T12:00:00,import,
MSCU0596695,20.0,11.43,2026-03-12T22:00:00,import,
MRKU6370135,40.0,22.59,2026-03-22T14:00:00,import,
TLLU1615708,40.0,20.15,2026-03-08T18:00:00,export,
TCKU0159497,40.0,13.53,2026-03-13T18:00:00,transit,
TLLU9392593,20.0,11.97,2026-03-07T08:00:00,import,
MRKU2776175,20.0,10.04,2026-03-15T12:00:00,import,
TCKU1172951,20.0,16.61,2026-03-06T16:00:00,export,
CMAU4339512,40.0,21.97,2026-03-24T18:00:00,import,
MSCU2359551,30.0,10.28,2026-03-19T08:00:00,import,
MRKU5735357,40.0,16.99,2026-03-16T14:00:00,export,
MRKU6209097,40.0,8.7,2026-03-19T08:00:00,export,
CMAU9889027,40.0,15.21,2026-03-19T10:00:00,import,
MSCU0029637,20.0,9.14,,transshipment,
TCKU2774386,40.0,14.39,2026-03-15T08:00:00,damaged,
TLLU0628749,40.0,26.7,2026-03-11T20:00:00,import,
TCKU5652601,40.0,9.76,2026-03-22T16:00:00,transshipment,
TLLU0690217,40.0,22.16,2026-03-13T12:00:00,import,
CMAU6964642,40.0,18.92,,export,
MRKU6516496,20.0,15.78,2026-03-06T22:00:00,export,
CMAU1145101,40.0,22.29,2026-03-11T18:00:00,transshipment,
MRKU9564059,20.0,19.48,2026-03-23T22:00:00,export,
TLLU9550736,40.0,22.94,2026-03-18T20:00:00,transshipment,
TLLU4843628,40.0,12.13,2026-03-15T10:00:00,import,
TCKU4337903,40.0,10.87,2026-03-13T18:00:00,export,
TLLU0165293,40.0,22.88,2026-03-22T14:00:00,export,
TCKU9028351,20.0,15.17,2026-03-10T14:00:00,import,
TLLU0926219,20.0,96.55,2026-03-22T08:00:00,import,
TCKU3531645,40.0,16.08,2026-03-06T18:00:00,export,
MSCU9289890,40.0,22.05,2026-03-12T12:00:00,import,
MRKU0553719,40.0,14.26,2026-03-24T16:00:00,empty,
TCKU7548956,20.0,27.43,2026-03-10T08:00:00,transshipment,
MRKU0725892,53.0,21.84,2026-03-17T14:00:00,import,
TLLU0709611,40.0,9.87,2026-03-23T22:00:00,export,
MSCU1589265,20.0,23.45,2026-03-10T14:00:00,export,
MSCU2074737,20.0,6.66,2026-03-07T18:00:00,transshipment,
MRKU2676085,40.0,23.94,2026-03-12T08:00:00,export,
CMAU7925109,40.0,24.98,,transshipment,
MRKU6985411,20.0,12.51,2026-03-06T20:00:00,export,
TCKU3731518,40.0,8.86,2026-03-18T06:00:00,export,
MRKU9605948,40.0,16.85,2026-03-05T14:00:00,export,
MRKU8712352,40.0,26.22,2026-03-07T14:00:00,transshipment,
MRKU4139267,40.0,8.82,2026-03-14T16:00:00,import,
TLLU3324301,40.0,16.06,2026-03-24T12:00:00,export,
TLLU8611546,20.0,9.95,2026-03-13T22:00:00,import,
TLLU4963081,20.0,25.68,2026-03-10T14:00:00,import,
MRKU1228427,20.0,14.56,2026-03-06T12:00:00,export,
MSCU3128944,40.0,7.86,,transshipment,
MRKU0758874,40.0,,2026-03-09T20:00:00,export,
MSCU8724167,40.0,14.23,2026-03-20T08:00:00,export,
MSCU7372945,40.0,19.39,2026-03-20T06:00:00,import,
TLLU2931634,40.0,13.48,2026-03-14T20:00:00,import,
TLLU4110001,40.0,12.01,2026-03-18T14:00:00,import,
MSCU5734539,40.0,27.9,2026-03-13T08:00:00,import,
CMAU0713357,20.0,11.08,2026-03-23T16:00:00,export,
MRKU0555347,20.0,17.28,2026-03-10T06:00:00,export,
CMAU1201432,20.0,27.2,2026-03-09T16:00:00,import,
TLLU5199379,,10.38,2026-03-18T08:00:00,import,
TLLU1653296,40.0,17.23,2026-03-12T22:00:00,export,
MSCU9193647,20.0,7.96,2026-03-08T22:00:00,transshipment,
MRKU2507701,40.0,16.27,2026-03-15T10:00:00,damaged,
MRKU4183467,20.0,27.55,2026-03-10T08:00:00,transshipment,
MRKU3406114,40.0,10.51,2026-03-11T08:00:00,export,
TCKU0915387,40.0,23.27,2026-03-19T22:00:00,export,
CMAU9421331,40.0,17.17,2026-03-09T06:00:00,empty,
TLLU6368464,20.0,26.54,2026-03-13T22:00:00,transshipment,
CMAU9100606,20.0,16.9,2026-03-19T12:00:00,export,
MSCU1123509,40.0,15.81,2026-03-16T20:00:00,export,
MRKU2949216,40.0,10.77,2026-03-08T12:00:00,unknown,
MSCU5347807,20.0,7.52,2026-03-06T08:00:00,transshipment,
CMAU7238520,20.0,17.44,2026-03-20T12:00:00,import,
MSCU4116728,20.0,18.99,2026-03-09T16:00:00,import,
,40.0,12.55,2026-03-07T22:00:00,export,
CMAU3650265,40.0,70.29,2026-03-13T20:00:00,export,
MRKU3886758,20.0,17.12,2026-03-21T06:00:00,export,
TLLU9837358,20.0,23.55,2026-03-10T06:00:00,import,
MRKU1099805,20.0,15.1,2026-03-16T06:00:00,import,
TLLU1935646,40.0,,2026-03-10T06:00:00,import,
MSCU9452822,40.0,12.03,2026-03-25T14:00:00,import,
MSCU7262206,20.0,13.84,2026-03-13T16:00:00,export,
MRKU0237902,40.0,26.63,2026-03-14T20:00:00,import,
MRKU6428565,40.0,24.07,2026-03-18T18:00:00,export,
MRKU3346442,40.0,11.99,2026-03-09T18:00:00,import,
CMAU1594854,40.0,24.82,2026-03-22T20:00:00,import,
CMAU6633574,40.0,8.2,2026-03-08T14:00:00,transshipment,
MSCU0330426,40.0,22.68,2026-03-13T10:00:00,export,
CMAU1528849,20.0,24.34,2026-03-19T08:00:00,export,
TLLU3171212,20.0,15.66,2026-03-20T12:00:00,damaged,
TCKU2824730,20.0,6.74,2026-03-10T18:00:00,export,
MRKU3222638,20.0,20.39,2026-03-18T16:00:00,export,
MSCU7060966,20.0,-0.37,2026-03-23T12:00:00,transshipment,
MRKU6821703,20.0,8.15,2026-03-24T18:00:00,import,
TCKU3021820,40.0,24.09,2026-03-18T22:00:00,import,
TLLU9654338,20.0,10.02,2026-03-06T18:00:00,import,
TCKU9011828,20.0,26.79,2026-03-07T10:00:00,import,
MRKU8431912,53.0,12.74,2026-03-09T20:00:00,transshipment,
TCKU9845485,20.0,16.06,2026-03-08T10:00:00,import,
CMAU0126796,20.0,18.33,2026-03-24T16:00:00,import,
TCKU5500697,40.0,8.85,2026-03-15T06:00:00,export,
TCKU4256846,40.0,26.93,2026-03-19T22:00:00,import,
MRKU3588984,40.0,13.03,2026-03-16T16:00:00,export,
MSCU2877482,40.0,26.56,2026-03-19T22:00:00,import,
MRKU6108621,40.0,23.13,2026-03-12T10:00:00,transshipment,
MRKU3479351,40.0,5.81,2026-03-22T14:00:00,export,
CMAU9410393,40.0,21.05,2026-03-23T22:00:00,export,
TLLU3210305,40.0,11.79,,transshipment,
TCKU4848074,40.0,24.15,2026-03-13T06:00:00,export,
CMAU2095766,40.0,20.96,2026-03-18T20:00:00,import,
MSCU4858009,20.0,12.81,2026-03-11T16:00:00,import,
CMAU7739357,20.0,15.82,2026-03-09T10:00:00,import,
TLLU5562865,40.0,27.05,2026-03-19T08:00:00,transshipment,
MSCU5122451,40.0,16.39,2026-03-15T08:00:00,import,
TLLU5249904,40.0,24.13,2026-03-19T06:00:00,empty,
TLLU2350045,20.0,10.69,2026-03-14T06:00:00,import,
TCKU8362778,40.0,12.42,2026-03-25T12:00:00,export,
MSCU6826739,20.0,24.81,2026-03-10T16:00:00,import,
,40.0,23.43,2026-03-09T12:00:00,export,
MRKU7054887,40.0,23.37,2026-03-08T12:00:00,transshipment,
CMAU0192693,20.0,22.16,2026-03-13T22:00:00,import,
TLLU5433441,20.0,23.89,2026-03-09T16:00:00,import,
MSCU9173764,40.0,17.93,2026-03-06T06:00:00,import,
TLLU9519257,40.0,22.16,2026-03-20T10:00:00,import,
MSCU5577859,20.0,19.07,2026-03-17T08:00:00,transshipment,
MRKU8123933,20.0,10.03,,export,
TCKU8040983,20.0,19.12,2026-03-12T14:00:00,import,
MSCU2256728,40.0,19.15,2026-03-13T18:00:00,import,
TLLU3650961,10.0,14.58,2026-03-05T12:00:00,transshipment,
TCKU2300693,40.0,28.55,2026-03-09T20:00:00,transshipment,
MSCU8463873,40.0,22.16,2026-03-20T12:00:00,import,
TLLU3612816,40.0,11.4,2026-03-08T08:00:00,export,
TLLU5764833,40.0,24.01,2026-03-24T08:00:00,export,
MSCU4338773,20.0,21.92,2026-03-12T12:00:00,import,
TCKU1346429,40.0,9.82,2026-03-22T06:00:00,import,
TLLU2168311,20.0,25.0,2026-03-07T10:00:00,import,
TCKU1486760,20.0,18.0,2026-03-22T16:00:00,transshipment,
MRKU4632870,40.0,13.57,2026-03-10T08:00:00,import,
MRKU0223921,20.0,13.45,2026-03-12T12:00:00,import,
TCKU5673318,20.0,16.61,2026-03-15T10:00:00,export,
TLLU0871345,20.0,-4.6,2026-03-13T18:00:00,transshipment,
TCKU8885059,20.0,76.0,2026-03-18T16:00:00,import,
MSCU9845631,40.0,6.77,2026-03-12T16:00:00,empty,
MSCU9773678,20.0,21.98,2026-03-09T20:00:00,damaged,
MRKU6468061,45.0,9.93,2026-03-21T10:00:00,export,
TCKU0728839,40.0,20.09,2026-03-09T06:00:00,export,
TLLU4582703,40.0,12.8,2026-03-25T18:00:00,import,
TLLU0066947,20.0,24.9,2026-03-23T08:00:00,import,
CMAU1891317,40.0,9.66,2026-03-09T20:00:00,import,
TCKU8120534,40.0,9.02,2026-03-19T22:00:00,import,
MRKU8209087,20.0,28.37,2026-03-18T12:00:00,transshipment,
MSCU5654174,20.0,16.48,2026-03-09T14:00:00,export,
CMAU1710210,40.0,11.72,2026-03-24T20:00:00,import,
CMAU2613431,40.0,79.95,2026-03-22T08:00:00,export,
MSCU6140897,20.0,18.52,2026-03-05T18:00:00,export,
MSCU3849326,20.0,17.03,2026-03-21T16:00:00,import,
MRKU1390449,40.0,18.79,2026-03-22T16:00:00,import,
MSCU9848912,40.0,23.45,2026-03-14T14:00:00,damaged,
MRKU7046686,20.0,27.83,2026-03-18T18:00:00,import,
TLLU1601452,20.0,26.41,2026-03-05T12:00:00,import,
TCKU1652491,20.0,8.07,2026-03-13T10:00:00,import,
TCKU6539836,20.0,5.23,2026-03-13T16:00:00,export,
MSCU3447425,20.0,27.58,2026-03-14T06:00:00,import,
MSCU8275079,40.0,27.29,2026-03-08T08:00:00,import,
CMAU4861484,40.0,20.05,2026-03-13T10:00:00,import,
MSCU9203379,20.0,15.91,2026-03-19T12:00:00,export,
MRKU1665703,40.0,26.31,2026-03-11T16:00:00,import,
CMAU6592171,40.0,9.72,2026-03-11T20:00:00,import,
TLLU4983439,20.0,10.06,2026-03-12T16:00:00,import,
TLLU9294560,20.0,24.65,2026-03-12T22:00:00,import,
TLLU6192460,40.0,26.48,2026-03-07T10:00:00,import,
,40.0,21.56,2026-03-09T18:00:00,import,
MRKU3507391,40.0,27.51,2026-03-05T22:00:00,import,
MSCU5598189,20.0,10.71,2026-03-21T08:00:00,export,
CMAU3889142,20.0,11.21,2026-03-19T20:00:00,transshipment,
MSCU8070842,40.0,87.34,2026-03-18T06:00:00,import,
TLLU2995418,40.0,25.26,2026-03-23T20:00:00,transshipment,
MSCU9910116,30.0,11.52,2026-03-13T20:00:00,import,
MRKU3661066,53.0,14.25,2026-03-12T20:00:00,import,
TCKU1015281,40.0,16.07,2026-03-23T16:00:00,import,
TCKU1052365,53.0,23.34,2026-03-10T10:00:00,export,
TLLU9186669,53.0,13.43,2026-03-06T20:00:00,import,
TCKU8011765,40.0,21.47,,import,
TLLU7834003,40.0,10.6,2026-03-06T12:00:00,transshipment,
MSCU0595334,20.0,13.94,2026-03-05T20:00:00,empty,
MRKU8131398,40.0,22.01,2026-03-21T12:00:00,transshipment,
MSCU7342934,20.0,24.3,2026-03-24T12:00:00,import,
TLLU4950771,20.0,54.86,2026-03-10T08:00:00,import,
MSCU2405028,20.0,-6.4,2026-03-22T06:00:00,import,
MRKU2829637,20.0,19.8,2026-03-19T10:00:00,import,
TLLU1455096,45.0,12.97,2026-03-13T08:00:00,import,
TLLU6244473,40.0,15.64,2026-03-23T10:00:00,import,
TLLU4563780,20.0,10.3,2026-03-23T18:00:00,import,
MSCU6461808,40.0,16.2,,export,
MSCU4640508,40.0,14.99,2026-03-19T18:00:00,import,
TLLU5418086,40.0,11.83,2026-03-17T10:00:00,import,
TCKU3436563,20.0,11.86,2026-03-13T14:00:00,import,
MSCU1027472,40.0,24.6,2026-03-24T06:00:00,export,
MSCU6473363,20.0,16.78,2026-03-09T16:00:00,import,
MRKU6786805,40.0,16.23,2026-03-11T10:00:00,import,
CMAU7618049,20.0,20.94,2026-03-25T16:00:00,transshipment,
TCKU9493452,40.0,20.22,2026-03-18T12:00:00,export,
MRKU8003456,20.0,15.78,2026-03-08T14:00:00,import,
CMAU5585530,40.0,25.91,2026-03-12T08:00:00,import,
TCKU5143848,10.0,20.32,2026-03-08T08:00:00,export,
TCKU1408059,20.0,13.98,2026-03-23T18:00:00,export,
MSCU9760675,40.0,20.44,2026-03-18T22:00:00,import,
MSCU8807609,20.0,21.37,2026-03-19T14:00:00,damaged,
CMAU9393418,40.0,6.73,2026-03-07T20:00:00,transshipment,
TCKU5886051,40.0,22.14,2026-03-19T14:00:00,import,
TLLU7890149,40.0,20.11,2026-03-20T10:00:00,export,
TLLU5996270,40.0,23.22,2026-03-25T12:00:00,import,
CMAU7512788,40.0,24.95,2026-03-16T10:00:00,import,
CMAU1162910,40.0,12.16,2026-03-20T18:00:00,import,
MRKU7462518,40.0,7.29,2026-03-14T20:00:00,transit,
,40.0,22.58,2026-03-17T14:00:00,import,
TCKU3109897,40.0,24.51,2026-03-13T20:00:00,transshipment,
TLLU7065264,20.0,17.07,2026-03-18T06:00:00,import,
TCKU2773450,40.0,22.35,2026-03-17T06:00:00,export,
CMAU1481382,40.0,17.22,2026-03-23T20:00:00,import,
TLLU8168659,40.0,-4.73,2026-03-13T22:00:00,export,
MRKU7997734,40.0,26.34,2026-03-07T14:00:00,import,
MSCU0891019,40.0,25.14,2026-03-11T12:00:00,transshipment,
MRKU0301580,40.0,18.27,2026-03-07T16:00:00,import,
MRKU3534716,40.0,13.11,2026-03-09T06:00:00,import,
TCKU7732529,40.0,12.06,2026-03-09T16:00:00,transshipment,
CMAU2986931,40.0,16.12,2026-03-07T18:00:00,transshipment,
TLLU9095596,20.0,11.42,2026-03-16T10:00:00,export,
MSCU6087734,20.0,6.19,2026-03-22T08:00:00,export,
TCKU6775796,40.0,13.93,2026-03-22T10:00:00,import,
CMAU0708562,20.0,22.31,2026-03-24T12:00:00,unknown,
CMAU7410924,40.0,5.73,2026-03-09T14:00:00,export,
TLLU3807808,20.0,21.35,2026-03-13T16:00:00,import,
TLLU9635929,20.0,22.0,2026-03-18T10:00:00,export,
MRKU9488802,20.0,17.0,2026-03-18T12:00:00,import,
TLLU4496539,20.0,25.28,2026-03-05T06:00:00,transshipment,
TLLU4569131,20.0,10.87,2026-03-13T06:00:00,export,
MRKU0500468,40.0,11.96,2026-03-12T18:00:00,export,
TLLU0793110,40.0,16.89,2026-03-20T18:00:00,import,
CMAU1219746,40.0,12.01,2026-03-18T18:00:00,export,
TLLU6393668,40.0,23.58,2026-03-07T14:00:00,export,
CMAU5827682,20.0,13.62,2026-03-18T20:00:00,export,
TLLU6443083,40.0,25.55,2026-03-08T08:00:00,unknown,
TLLU1512084,20.0,27.63,2026-03-07T10:00:00,damaged,
CMAU4385166,40.0,22.03,2026-03-22T10:00:00,import,
MSCU3539008,40.0,25.7,2026-03-25T12:00:00,import,
CMAU4915824,20.0,23.83,2026-03-17T08:00:00,export,
CMAU2410771,40.0,26.74,2026-03-22T14:00:00,import,
TCKU5029234,40.0,11.17,2026-03-20T10:00:00,export,
MRKU4293027,40.0,24.76,2026-03-18T10:00:00,transshipment,
MRKU6880927,20.0,21.45,2026-03-06T14:00:00,transshipment,
TCKU8901875,40.0,20.13,2026-03-11T18:00:00,export,
TCKU4802839,40.0,18.12,2026-03-08T16:00:00,export,
MSCU1033847,40.0,15.43,2026-03-14T06:00:00,import,
CMAU6769480,40.0,21.1,2026-03-19T08:00:00,export,
MSCU0543439,20.0,16.28,2026-03-19T16:00:00,import,
TCKU5929658,40.0,22.19,2026-03-12T16:00:00,import,
TCKU0638440,53.0,27.18,2026-03-20T20:00:00,import,
MRKU5742929,20.0,13.91,2026-03-10T10:00:00,damaged,
MSCU3363426,53.0,9.66,2026-03-17T06:00:00,import,
TCKU7312641,20.0,22.84,2026-03-22T10:00:00,export,
MSCU1191563,40.0,14.94,2026-03-12T16:00:00,import,
TLLU3365416,20.0,24.67,2026-03-25T06:00:00,import,
TCKU9766259,20.0,24.92,2026-03-16T22:00:00,export,
MSCU1119719,40.0,22.73,2026-03-15T22:00:00,import,
CMAU3044498,40.0,15.55,2026-03-15T10:00:00,import,
TCKU0652552,45.0,5.79,2026-03-05T12:00:00,export,
