id,size,weight,departure_time,type,slot
SNAP-0065,20,5.4,2026-05-08T10:00:00,import,C-002-J-01
SNAP-0066,40,24.7,2026-05-06T02:00:00,export,A-022-F-02
SNAP-0067,40,13.1,2026-04-14T08:00:00,export,C-001-C-01
SNAP-0068,20,19.0,2026-05-08T12:00:00,export,C-008-C-01
SNAP-0069,40,26.8,2026-04-23T15:00:00,transshipment,C-014-E-01
SNAP-0070,20,27.5,2026-04-21T04:00:00,transshipment,C-004-C-01
SNAP-0071,40,25.4,2026-04-26T13:00:00,transshipment,B-007-I-01
SNAP-0072,20,6.7,2026-05-04T03:00:00,export,A-010-L-01
SNAP-0073,20,22.3,2026-04-24T21:00:00,export,C-020-B-01
SNAP-0074,40,13.1,2026-04-18T11:00:00,export,D-022-G-02
SNAP-0075,40,29.5,2026-04-29T22:00:00,export,D-003-A-01
SNAP-0076,20,14.1,2026-04-24T08:00:00,transshipment,C-005-L-01
SNAP-0077,40,21.9,2026-04-14T00:00:00,transshipment,C-024-G-01
SNAP-0078,40,23.1,2026-05-07T21:00:00,transshipment,B-006-I-01
SNAP-0079,40,13.6,2026-04-22T13:00:00,import,D-005-B-01
SNAP-0080,40,8.0,2026-04-26T05:00:00,export,D-009-B-01
SNAP-0081,20,17.3,2026-04-11T08:00:00,transshipment,C-007-B-01
SNAP-0082,20,17.6,2026-05-05T10:00:00,export,C-011-D-01
SNAP-0083,40,23.2,2026-05-09T10:00:00,transshipment,D-016-D-01
SNAP-0084,40,5.8,2026-04-26T05:00:00,transshipment,A-021-L-01
SNAP-0085,40,25.7,2026-04-14T17:00:00,export,D-008-D-01
SNAP-0086,20,29.4,2026-04-12T19:00:00,import,D-002-F-01
SNAP-0087,40,22.9,2026-04-17T00:00:00,export,A-011-H-01
SNAP-0088,40,17.4,2026-04-26T15:00:00,export,D-009-D-01
SNAP-0089,20,8.6,2026-04-28T22:00:00,transshipment,A-005-I-01
SNAP-0090,20,14.5,2026-04-14T12:00:00,import,C-020-K-01
SNAP-0091,40,9.5,2026-04-12T07:00:00,export,D-004-K-01
SNAP-0092,40,15.8,2026-04-28T06:00:00,export,D-006-K-01
SNAP-0093,40,7.4,2026-04-30T20:00:00,import,D-002-D-01
SNAP-0094,20,15.5,2026-04-18T05:00:00,import,D-022-D-01
SNAP-0095,40,12.7,2026-04-23T15:00:00,import,C-008-L-01
SNAP-0096,40,20.0,2026-05-03T23:00:00,export,A-015-C-01
SNAP-0097,20,7.4,2026-04-19T11:00:00,export,B-002-K-02
SNAP-0098,20,19.1,2026-05-07T22:00:00,transshipment,B-008-I-01
SNAP-0099,40,29.6,2026-04-17T14:00:00,export,D-001-D-01
SNAP-0100,20,23.2,2026-04-21T08:00:00,import,C-008-A-01
SNAP-0101,40,12.6,2026-04-19T12:00:00,import,B-002-J-01
SNAP-0102,40,17.5,2026-05-04T09:00:00,import,A-020-H-01
SNAP-0103,40,10.6,2026-04-30T21:00:00,export,A-011-G-01
SNAP-0104,20,23.2,2026-05-05T06:00:00,export,B-002-K-03
SNAP-0105,40,14.4,2026-04-21T06:00:00,transshipment,C-016-G-02
SNAP-0106,40,24.1,2026-04-23T09:00:00,transshipment,A-011-H-02
SNAP-0107,20,24.3,2026-05-03T08:00:00,transshipment,D-016-B-01
SNAP-0108,20,8.0,2026-05-10T08:00:00,import,C-023-C-01
SNAP-0109,40,19.0,2026-04-25T07:00:00,import,D-005-G-01
SNAP-0110,40,7.6,2026-04-27T02:00:00,import,B-001-E-01
SNAP-0111,20,12.2,2026-04-21T14:00:00,transshipment,A-018-H-01
SNAP-0112,40,11.3,2026-04-25T00:00:00,import,D-003-L-01
SNAP-0113,20,7.6,2026-04-12T03:00:00,import,C-007-B-02
SNAP-0114,40,13.5,2026-04-19T10:00:00,import,C-018-G-01
SNAP-0115,20,8.8,2026-04-12T12:00:00,export,B-003-E-01
SNAP-0116,40,6.1,2026-05-08T11:00:00,export,A-023-E-01
SNAP-0117,40,27.4,2026-04-11T13:00:00,transshipment,B-014-B-01
SNAP-0118,20,15.9,2026-04-30T07:00:00,import,C-007-H-01
SNAP-0119,40,13.2,2026-04-24T12:00:00,transshipment,B-012-D-01
SNAP-0120,20,12.5,2026-04-14T05:00:00,transshipment,B-022-H-01
SNAP-0121,20,25.6,2026-04-19T20:00:00,transshipment,B-002-K-04
SNAP-0122,20,14.2,2026-04-16T19:00:00,import,C-011-A-01
SNAP-0123,40,7.2,2026-05-05T10:00:00,export,A-016-I-01
SNAP-0124,20,13.2,2026-04-23T06:00:00,import,A-018-J-01
SNAP-0125,40,27.5,2026-05-05T00:00:00,import,C-001-J-01
SNAP-0126,40,25.5,2026-04-17T19:00:00,export,A-024-F-01
SNAP-0127,20,23.4,2026-04-23T20:00:00,transshipment,C-023-H-01
SNAP-0128,40,16.7,2026-05-09T11:00:00,import,C-024-C-01
SNAP-0129,40,26.5,2026-05-04T15:00:00,import,A-018-E-01
SNAP-0130,20,12.1,2026-04-16T01:00:00,transshipment,A-020-L-01
SNAP-0131,40,13.8,2026-04-17T00:00:00,export,C-013-B-01
SNAP-0132,40,21.1,2026-04-27T01:00:00,export,D-024-E-01
SNAP-0133,40,23.8,2026-04-20T20:00:00,transshipment,B-012-L-01
SNAP-0134,20,14.2,2026-04-19T23:00:00,export,B-011-D-01
SNAP-0135,40,8.9,2026-04-16T09:00:00,transshipment,D-013-E-01
SNAP-0136,40,9.8,2026-04-16T21:00:00,transshipment,D-005-H-01
SNAP-0137,40,20.4,2026-04-21T08:00:00,export,A-005-F-01
SNAP-0138,20,18.3,2026-04-17T06:00:00,export,D-021-I-01
SNAP-0139,40,26.4,2026-04-20T12:00:00,export,C-021-J-01
SNAP-0140,20,19.6,2026-04-16T19:00:00,transshipment,A-004-D-02
SNAP-0141,40,7.4,2026-04-27T21:00:00,export,D-005-D-01
SNAP-0142,20,17.2,2026-05-06T01:00:00,export,D-005-C-02
SNAP-0143,20,23.3,2026-04-14T04:00:00,export,B-012-L-02
SNAP-0144,20,10.2,2026-04-18T12:00:00,export,C-019-G-01
SNAP-0145,20,19.2,2026-04-13T17:00:00,export,D-022-F-01
SNAP-0146,40,25.6,2026-04-14T11:00:00,transshipment,C-021-I-01
SNAP-0147,40,15.8,2026-04-20T09:00:00,transshipment,D-002-I-01
SNAP-0148,40,19.5,2026-04-21T08:00:00,import,D-016-E-01
SNAP-0149,20,19.9,2026-05-03T15:00:00,export,D-024-F-01
SNAP-0150,20,27.3,2026-05-08T19:00:00,export,B-019-I-01
SNAP-0151,40,8.4,2026-04-25T10:00:00,transshipment,B-015-E-01
SNAP-0152,20,18.2,2026-04-25T01:00:00,transshipment,A-015-B-01
SNAP-0153,40,28.6,2026-04-15T13:00:00,import,A-012-K-01
SNAP-0154,20,20.6,2026-05-09T03:00:00,import,A-014-I-01
SNAP-0155,20,6.8,2026-05-07T01:00:00,export,A-019-A-01
SNAP-0156,20,30.0,2026-04-25T23:00:00,import,A-007-E-01
SNAP-0157,40,22.1,2026-04-27T09:00:00,transshipment,D-023-D-01
SNAP-0158,40,11.6,2026-04-15T06:00:00,export,D-001-L-01
SNAP-0159,20,17.6,2026-04-21T20:00:00,import,B-015-J-01
SNAP-0160,40,12.9,2026-05-04T03:00:00,transshipment,C-021-J-02
SNAP-0161,20,19.3,2026-04-20T23:00:00,transshipment,D-022-E-01
SNAP-0162,40,11.8,2026-04-21T01:00:00,transshipment,B-003-K-01
SNAP-0163,40,25.5,2026-05-04T03:00:00,transshipment,C-018-C-01
SNAP-0164,40,11.2,2026-05-01T20:00:00,import,A-009-F-01
SNAP-0165,40,6.7,2026-04-18T17:00:00,import,C-015-K-01
SNAP-0166,20,20.4,2026-05-07T02:00:00,export,B-015-H-01
SNAP-0167,20,13.1,2026-05-05T13:00:00,transshipment,B-005-H-01
SNAP-0168,20,7.3,2026-04-23T11:00:00,import,A-007-B-01
SNAP-0169,20,26.4,2026-04-25T10:00:00,import,A-010-I-01
SNAP-0170,40,5.2,2026-05-04T15:00:00,transshipment,A-005-H-01
SNAP-0171,40,26.0,2026-05-03T03:00:00,transshipment,D-011-K-01
SNAP-0172,20,5.2,2026-04-11T17:00:00,transshipment,C-005-H-01
SNAP-0173,40,9.0,2026-05-01T18:00:00,transshipment,B-024-G-01
SNAP-0174,20,12.0,2026-04-15T15:00:00,export,D-011-J-01
SNAP-0175,20,25.1,2026-04-18T06:00:00,export,D-010-F-01
SNAP-0176,40,25.3,2026-05-09T15:00:00,import,A-021-G-02
SNAP-0177,40,28.3,2026-05-04T15:00:00,transshipment,C-011-G-01
SNAP-0178,40,18.1,2026-04-23T05:00:00,export,A-012-I-01
SNAP-0179,40,19.5,2026-05-01T23:00:00,import,B-015-K-01
SNAP-0180,20,17.1,2026-05-06T06:00:00,transshipment,A-012-D-01
SNAP-0181,20,21.2,2026-05-05T02:00:00,import,B-004-D-01
SNAP-0182,20,19.7,2026-04-26T21:00:00,export,C-018-J-01
SNAP-0183,20,19.3,2026-04-13T02:00:00,export,C-010-J-01
SNAP-0184,40,22.4,2026-04-29T22:00:00,transshipment,A-016-I-02
SNAP-0185,40,10.6,2026-04-19T19:00:00,transshipment,B-013-E-01
SNAP-0186,20,8.3,2026-04-15T17:00:00,import,A-020-H-02
SNAP-0187,20,5.4,2026-04-29T22:00:00,export,C-004-G-01
SNAP-0188,40,30.0,2026-04-24T21:00:00,export,D-014-E-02
SNAP-0189,40,12.4,2026-04-16T06:00:00,transshipment,B-006-I-02
SNAP-0190,40,6.7,2026-05-01T04:00:00,import,C-001-H-01
SNAP-0191,20,22.4,2026-05-04T14:00:00,export,A-008-K-01
SNAP-0192,40,9.7,2026-05-07T04:00:00,import,D-022-E-02
SNAP-0193,20,26.2,2026-04-23T03:00:00,export,D-002-J-01
SNAP-0194,20,13.7,2026-04-28T06:00:00,transshipment,C-002-L-01
SNAP-0195,40,19.0,2026-04-23T17:00:00,import,B-022-F-01
SNAP-0196,40,9.9,2026-04-11T16:00:00,export,C-016-L-01
SNAP-0197,20,29.4,2026-05-09T15:00:00,transshipment,D-012-J-01
SNAP-0198,40,23.7,2026-04-24T20:00:00,transshipment,D-021-C-01
SNAP-0199,20,23.8,2026-04-16T07:00:00,export,B-019-H-01
SNAP-0200,40,16.2,2026-04-25T17:00:00,import,C-024-H-01
SNAP-0201,20,28.7,2026-04-21T02:00:00,export,D-007-L-01
SNAP-0202,20,27.0,2026-04-30T04:00:00,export,B-023-D-01
SNAP-0203,20,24.9,2026-04-20T07:00:00,import,B-008-I-02
SNAP-0204,20,5.0,2026-04-17T13:00:00,export,C-002-K-01
SNAP-0205,20,23.1,2026-04-12T03:00:00,transshipment,D-024-L-01
SNAP-0206,20,22.6,2026-04-24T11:00:00,import,C-010-F-01
SNAP-0207,20,16.4,2026-04-24T23:00:00,export,D-015-C-01
SNAP-0208,40,30.0,2026-05-02T15:00:00,transshipment,D-003-D-01
SNAP-0209,20,12.0,2026-05-09T01:00:00,transshipment,D-002-G-01
SNAP-0210,20,25.2,2026-05-09T23:00:00,import,D-013-L-01
SNAP-0211,20,18.1,2026-05-03T02:00:00,import,D-013-F-01
SNAP-0212,40,9.2,2026-05-02T18:00:00,transshipment,C-024-K-01
SNAP-0213,40,10.8,2026-05-03T05:00:00,transshipment,D-023-D-02
SNAP-0214,20,12.8,2026-04-27T05:00:00,export,A-010-C-02
SNAP-0215,40,6.9,2026-04-11T02:00:00,import,A-015-K-01
SNAP-0216,40,13.3,2026-05-05T22:00:00,import,B-017-H-02
SNAP-0217,40,14.4,2026-04-15T10:00:00,transshipment,C-020-G-01
SNAP-0218,20,27.6,2026-04-27T07:00:00,export,A-017-C-01
SNAP-0219,40,5.2,2026-05-09T08:00:00,import,A-008-D-01
SNAP-0220,20,14.8,2026-04-16T12:00:00,transshipment,C-023-C-02
SNAP-0221,40,12.9,2026-04-27T22:00:00,export,B-007-K-01
SNAP-0222,20,24.0,2026-05-03T07:00:00,export,B-008-A-01
SNAP-0223,40,18.3,2026-04-22T14:00:00,import,C-013-B-02
SNAP-0224,40,25.2,2026-05-02T07:00:00,export,D-005-D-02
SNAP-0225,40,24.9,2026-04-20T20:00:00,import,C-002-J-02
SNAP-0226,20,17.2,2026-05-05T23:00:00,transshipment,A-011-F-01
SNAP-0227,20,6.8,2026-05-04T10:00:00,import,B-017-J-01
SNAP-0228,20,16.1,2026-04-14T11:00:00,export,C-015-K-02
SNAP-0229,40,12.2,2026-04-23T23:00:00,import,B-017-B-01
SNAP-0230,40,9.6,2026-05-05T23:00:00,export,A-011-E-02
SNAP-0231,40,11.4,2026-04-18T06:00:00,import,D-002-J-02
SNAP-0232,40,12.2,2026-05-09T23:00:00,transshipment,B-023-A-01
SNAP-0233,40,8.2,2026-04-23T14:00:00,transshipment,D-004-I-01
SNAP-0234,40,19.0,2026-04-27T05:00:00,import,D-019-K-01
SNAP-0235,20,5.5,2026-04-26T18:00:00,import,B-012-I-01
SNAP-0236,20,5.1,2026-05-05T13:00:00,transshipment,A-001-C-01
SNAP-0237,20,18.8,2026-04-15T00:00:00,transshipment,C-012-D-01
SNAP-0238,40,14.1,2026-05-07T17:00:00,transshipment,D-008-E-02
SNAP-0239,20,19.6,2026-05-07T00:00:00,transshipment,B-020-K-01
SNAP-0240,20,12.0,2026-04-11T17:00:00,export,C-023-H-02
SNAP-0241,40,21.4,2026-04-14T16:00:00,import,C-014-J-01
SNAP-0242,20,9.4,2026-04-22T01:00:00,export,A-001-F-01
SNAP-0243,40,16.1,2026-05-07T12:00:00,import,B-005-B-01
SNAP-0244,20,29.2,2026-04-19T11:00:00,transshipment,A-001-G-01
SNAP-0245,40,19.6,2026-04-24T05:00:00,export,D-023-E-01
SNAP-0246,20,22.4,2026-04-17T16:00:00,transshipment,B-004-D-02
SNAP-0247,20,22.2,2026-04-28T23:00:00,export,A-019-I-01
SNAP-0248,20,29.6,2026-05-01T07:00:00,export,D-009-K-02
SNAP-0249,20,5.8,2026-05-03T21:00:00,transshipment,A-021-B-01
SNAP-0250,20,6.5,2026-05-09T00:00:00,transshipment,C-011-G-02
SNAP-0251,20,9.4,2026-05-07T15:00:00,export,B-022-H-02
SNAP-0252,20,10.2,2026-04-18T04:00:00,transshipment,D-015-B-01
SNAP-0253,40,16.0,2026-04-28T13:00:00,export,A-010-E-02
SNAP-0254,40,28.6,2026-05-02T22:00:00,import,D-003-B-02
SNAP-0255,40,6.6,2026-04-23T03:00:00,export,B-005-J-01
SNAP-0256,20,9.3,2026-04-29T21:00:00,export,A-019-J-01
SNAP-0257,20,16.8,2026-04-22T08:00:00,export,A-020-L-02
SNAP-0258,40,13.2,2026-04-16T23:00:00,import,B-018-B-01
SNAP-0259,20,19.3,2026-04-18T00:00:00,export,A-002-E-01
SNAP-0260,40,9.2,2026-04-18T09:00:00,export,C-020-B-02
SNAP-0261,20,13.4,2026-05-02T15:00:00,import,A-024-I-01
SNAP-0262,20,8.8,2026-04-21T16:00:00,export,C-019-E-01
SNAP-0263,20,6.0,2026-04-27T23:00:00,import,B-014-D-01
SNAP-0264,20,14.4,2026-04-24T06:00:00,transshipment,B-019-A-01
SNAP-0265,40,22.9,2026-04-23T23:00:00,export,D-020-E-02
SNAP-0266,20,13.4,2026-04-23T01:00:00,transshipment,C-007-L-01
SNAP-0267,40,8.8,2026-04-25T09:00:00,import,D-009-E-01
SNAP-0268,20,25.3,2026-04-29T09:00:00,transshipment,C-021-J-03
SNAP-0269,40,27.6,2026-04-22T03:00:00,export,C-001-F-01
SNAP-0270,20,16.2,2026-04-15T05:00:00,export,C-016-L-02
SNAP-0271,40,5.7,2026-04-15T02:00:00,export,A-024-J-01
SNAP-0272,20,13.8,2026-04-13T11:00:00,export,C-021-J-04
SNAP-0273,20,7.8,2026-04-13T10:00:00,transshipment,B-002-B-01
SNAP-0274,40,17.8,2026-05-07T14:00:00,transshipment,A-007-A-01
SNAP-0275,20,25.5,2026-04-30T17:00:00,export,C-011-J-01
SNAP-0276,40,5.9,2026-04-11T20:00:00,export,D-020-J-01
SNAP-0277,40,23.5,2026-04-15T04:00:00,export,C-012-C-01
SNAP-0278,40,27.6,2026-04-20T11:00:00,transshipment,A-019-E-01
SNAP-0279,40,5.5,2026-04-11T04:00:00,import,D-021-F-01
SNAP-0280,40,21.2,2026-04-26T20:00:00,transshipment,D-001-H-01
SNAP-0281,20,27.8,2026-04-30T00:00:00,transshipment,D-009-G-01
SNAP-0282,40,18.7,2026-05-03T07:00:00,export,C-011-K-01
SNAP-0283,40,17.3,2026-04-19T11:00:00,export,A-008-H-01
SNAP-0284,40,6.7,2026-04-26T02:00:00,export,C-024-G-02
SNAP-0285,40,18.1,2026-04-26T15:00:00,import,C-019-J-01
SNAP-0286,20,8.7,2026-05-10T05:00:00,export,B-014-L-01
SNAP-0287,20,29.9,2026-05-02T12:00:00,transshipment,B-016-J-01
SNAP-0288,40,21.9,2026-04-13T12:00:00,import,D-022-I-01
SNAP-0289,40,20.5,2026-05-01T14:00:00,transshipment,C-016-K-01
SNAP-0290,40,27.2,2026-05-02T13:00:00,import,D-024-G-01
SNAP-0291,20,18.5,2026-05-02T06:00:00,export,A-015-C-02
SNAP-0292,40,14.3,2026-04-21T15:00:00,export,A-017-C-02
SNAP-0293,20,27.7,2026-04-29T09:00:00,export,A-006-F-01
SNAP-0294,40,7.8,2026-05-06T22:00:00,transshipment,B-010-H-01
SNAP-0295,40,10.3,2026-04-17T23:00:00,transshipment,A-001-I-01
SNAP-0296,40,10.9,2026-04-12T22:00:00,transshipment,C-005-G-01
SNAP-0297,20,20.0,2026-04-14T06:00:00,transshipment,A-011-K-01
SNAP-0298,20,12.2,2026-04-28T08:00:00,transshipment,B-003-L-01
SNAP-0299,40,20.1,2026-04-21T23:00:00,import,D-002-G-02
SNAP-0300,20,29.9,2026-04-23T03:00:00,transshipment,B-022-D-01
SNAP-0301,20,22.6,2026-04-23T23:00:00,transshipment,D-016-E-02
SNAP-0302,20,22.4,2026-04-25T13:00:00,transshipment,D-007-J-01
SNAP-0303,20,17.1,2026-04-30T02:00:00,transshipment,D-007-I-01
SNAP-0304,40,19.6,2026-05-01T05:00:00,import,B-018-K-02
SNAP-0305,40,16.8,2026-04-23T07:00:00,import,C-013-D-01
SNAP-0306,20,25.1,2026-04-25T07:00:00,transshipment,B-013-F-01
SNAP-0307,20,20.2,2026-05-01T19:00:00,import,A-001-A-01
SNAP-0308,20,18.8,2026-05-07T07:00:00,transshipment,B-010-L-01
SNAP-0309,20,19.0,2026-04-29T17:00:00,export,B-003-A-01
SNAP-0310,20,25.2,2026-04-13T06:00:00,transshipment,C-021-C-01
SNAP-0311,40,23.2,2026-04-30T01:00:00,import,C-004-J-01
SNAP-0312,20,21.9,2026-04-28T09:00:00,import,C-018-E-01
SNAP-0313,20,12.2,2026-04-16T13:00:00,export,A-023-H-01
SNAP-0314,40,11.2,2026-04-15T14:00:00,transshipment,D-002-F-02
SNAP-0315,20,13.1,2026-04-30T02:00:00,import,D-022-H-01
SNAP-0316,40,26.8,2026-05-05T03:00:00,export,B-007-F-02
SNAP-0317,40,16.8,2026-04-17T10:00:00,export,C-004-A-01
SNAP-0318,40,28.8,2026-04-12T22:00:00,import,B-006-L-01
SNAP-0319,40,24.9,2026-04-14T05:00:00,import,D-012-H-03
SNAP-0320,40,21.2,2026-04-18T10:00:00,transshipment,C-010-I-01
SNAP-0321,40,10.5,2026-05-02T03:00:00,export,B-007-E-01
SNAP-0322,40,23.8,2026-04-29T11:00:00,export,A-002-J-01
SNAP-0323,20,29.9,2026-05-06T23:00:00,import,A-011-C-01
SNAP-0324,20,24.3,2026-05-01T04:00:00,transshipment,D-009-B-02
SNAP-0325,40,24.7,2026-05-04T01:00:00,transshipment,C-011-F-01
SNAP-0326,20,28.2,2026-04-28T22:00:00,import,B-012-K-01
SNAP-0327,40,9.2,2026-05-09T09:00:00,transshipment,C-012-B-01
SNAP-0328,40,27.8,2026-05-08T09:00:00,export,B-024-B-01
SNAP-0329,40,17.7,2026-05-06T17:00:00,export,A-024-C-01
SNAP-0330,40,27.6,2026-04-21T23:00:00,export,B-016-I-01
SNAP-0331,40,8.2,2026-05-03T06:00:00,export,C-014-J-02
SNAP-0332,20,23.9,2026-04-28T01:00:00,export,D-017-K-01
SNAP-0333,40,11.9,2026-04-26T08:00:00,transshipment,B-015-A-01
SNAP-0334,40,22.5,2026-04-29T14:00:00,export,B-011-D-02
SNAP-0335,20,25.0,2026-05-10T13:00:00,export,C-023-G-01
SNAP-0336,40,8.3,2026-04-23T02:00:00,transshipment,B-008-K-02
SNAP-0337,20,6.0,2026-04-18T04:00:00,import,C-005-I-01
SNAP-0338,20,17.5,2026-05-01T11:00:00,export,D-011-D-01
SNAP-0339,20,27.5,2026-04-22T06:00:00,import,B-006-I-03
SNAP-0340,20,20.8,2026-04-17T02:00:00,transshipment,B-012-D-02
SNAP-0341,20,19.1,2026-05-09T18:00:00,import,D-013-A-01
SNAP-0342,20,27.6,2026-05-02T13:00:00,transshipment,C-017-D-01
SNAP-0343,40,14.5,2026-04-26T21:00:00,export,A-002-A-01
SNAP-0344,20,28.7,2026-04-16T03:00:00,import,A-005-B-01
SNAP-0345,20,19.0,2026-04-16T19:00:00,transshipment,A-003-G-01
SNAP-0346,40,16.7,2026-04-12T11:00:00,import,D-013-K-01
SNAP-0347,40,27.2,2026-05-09T10:00:00,export,D-008-C-01
SNAP-0348,40,11.5,2026-04-15T02:00:00,transshipment,B-019-H-02
SNAP-0349,20,8.0,2026-04-27T16:00:00,import,C-018-J-02
SNAP-0350,40,20.9,2026-04-24T11:00:00,export,A-017-E-01
SNAP-0351,40,27.7,2026-05-04T06:00:00,transshipment,B-019-H-03
SNAP-0352,40,12.6,2026-04-27T13:00:00,import,C-015-L-01
SNAP-0353,20,25.3,2026-05-05T03:00:00,import,D-007-D-01
SNAP-0354,20,18.3,2026-05-05T03:00:00,import,A-013-A-01
SNAP-0355,40,21.7,2026-04-20T00:00:00,transshipment,C-017-K-01
SNAP-0356,20,9.1,2026-04-24T09:00:00,import,D-006-B-01
SNAP-0357,20,5.0,2026-04-25T09:00:00,import,B-009-A-01
SNAP-0358,20,9.4,2026-04-20T09:00:00,transshipment,B-014-H-01
SNAP-0359,20,10.5,2026-05-03T13:00:00,export,B-023-E-01
SNAP-0360,20,11.5,2026-04-25T19:00:00,transshipment,C-012-L-02
SNAP-0361,40,5.4,2026-04-30T21:00:00,import,A-008-I-01
SNAP-0362,40,8.4,2026-05-08T18:00:00,export,C-016-F-01
SNAP-0363,40,8.2,2026-04-19T00:00:00,transshipment,C-016-C-01
SNAP-0364,40,7.7,2026-04-21T05:00:00,import,D-017-F-01
SNAP-0365,40,20.3,2026-04-19T19:00:00,transshipment,C-009-H-01
SNAP-0366,20,10.8,2026-04-21T20:00:00,export,D-003-H-01
